X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
20.87526,-34.44339,train,1.2307195369618854E236,100.0,1.0
20.51377,-34.49158,train,4.629371874006021,100.0,0.973109029327209
20.869492,-34.463724,train,1.1751154551257308E236,100.0,1.0
20.39632,-34.587001,train,4.254489419747678,100.0,0.9708087116839622
18.4799,-34.23168,train,1.2012543502887264E237,100.0,1.0
18.48023,-34.3355,train,5.847082557163729,100.0,0.9785894246568164
18.70833333,-34.125,train,1.2643515613528621E237,100.0,1.0
18.79166667,-34.125,train,0.3387514989409417,100.0,0.7258754516474201
20.65577201,-34.46748798,train,1.174460576729826E236,100.0,1.0
19.41277,-34.69361,train,2.9488509646077E235,100.0,1.0
18.8228,-34.22802,train,3.3557987808135425E235,100.0,1.0
19.244536,-34.420833,train,0.36019941069093764,100.0,0.7379202454875564
20.75938197,-34.47232903,train,1.1591737498164493E236,100.0,1.0
22.1665,-34.0824,train,1.2304031855085496E236,100.0,1.0
18.397383,-33.82125,train,0.06879451706296617,23.844281665873638,0.34970256709338765
18.8069,-34.35546,train,3.3206116864119686E235,100.0,1.0
20.24844,-34.67452,train,5.054182704184786,100.0,0.9753134543763784
20.635058,-34.454235,train,4.628255181458436,100.0,0.9731027156629255
22.9523,-34.0769,train,3.094388641352321E235,100.0,1.0
22.8952,-34.0527,train,3.0982030698931555E235,100.0,1.0
18.90879,-34.36316,train,0.8705370197036016,100.0,0.8718749619955416
18.54166667,-34.125,train,67.34636191847744,100.0,0.9981040419674653
25.68333,-33.8,train,1.377265289818941E235,100.0,1.0
20.732019,-34.454849,train,1.1559448136882277E236,100.0,1.0
23.92771,-34.0264,train,1.2472053956361978E235,100.0,1.0
25.8750912,-34.02165228,train,0.12332378111734377,34.95556149412357,0.49083661441848186
26.3262,-33.7679,train,0.1276867722230481,35.844589068231755,0.49952731577828163
20.02303,-34.83685,train,4.7453282230395715,100.0,0.9737488845632084
20.12635,-34.84055,train,9.779371251666363E236,100.0,1.0
27.77908,-33.145911,train,3.260476791264869E235,100.0,1.0
25.70833333,-34.125,train,0.13119310321979397,38.406749737616146,0.5062995161157949
25.70885,-34.04676,train,0.8609371344216673,100.0,0.8706311269184162
24.73319,-34.20624,train,3.1143563424417886E235,100.0,1.0
22.288192,-34.090983,train,1.189069955184909E236,100.0,1.0
21.9185,-34.35273,train,1.2916458365895763E235,100.0,1.0
21.45833333,-34.45833333,train,3.063914003372255E235,100.0,1.0
19.248486,-34.417292,train,1.2265747397794015E235,100.0,1.0
20.437919,-34.531468,train,4.326104088601406,100.0,0.9712780671367643
17.875,-33.70833333,train,0.12244651792827058,34.776741080924474,0.4890526088220631
17.95833333,-33.04166667,train,1.8406017279180913E235,100.0,1.0
18.0239,-33.1086,train,0.08024407450905935,26.177326460781213,0.38546914487246164
18.3486,-34.1775,train,4.000203011670623,100.0,0.9690105742043479
18.45833333,-34.375,train,0.12340404856307542,34.97192312989751,0.4909992247020048
18.625,-34.125,train,2.4710376426079276E236,100.0,1.0
18.79166667,-34.45833333,train,2.9973872295570173E235,100.0,1.0
18.875,-34.125,train,0.8282925930961051,100.0,0.8662145877987828
19.04166667,-34.375,train,3.0967599535291175E235,100.0,1.0
19.3397007,-34.58440018,train,0.8828949154199766,100.0,0.8734413641535719
19.375,-34.625,train,1.7076866682490386,100.0,0.9303075991320245
19.54166667,-34.79166667,train,0.5832500386658864,100.0,0.8201176923930044
19.625,-34.79166667,train,0.6028852549770338,100.0,0.8249506999406172
19.95833333,-35.04166667,train,0.45676098151775907,100.0,0.7812027688108599
19.95833333,-34.95833333,train,4.493442196187173,100.0,0.972318077620198
21.20833333,-34.875,train,0.7166527226217916,100.0,0.8485303354671627
21.20833333,-34.45833333,train,0.14949252182033537,58.08243006875836,0.5388653046559748
21.29166667,-34.45833333,train,3.165962779449871E235,100.0,1.0
21.375,-34.45833333,train,3.2535626957158E235,100.0,1.0
21.625,-34.45833333,train,0.1534940674393978,61.61802877997802,0.5454221776288162
21.70833333,-34.375,train,0.14675126675814043,55.661359549210495,0.5342632613808653
21.875,-34.375,train,3.078809249637844E235,100.0,1.0
22.04166667,-34.29166667,train,2.948867669749574E235,100.0,1.0
22.125,-34.20833333,train,3.058686401507129E235,100.0,1.0
22.54166667,-34.04166667,train,3.27551823338919,100.0,0.9624120970044182
24.45833333,-34.125,train,3.165928168919283E235,100.0,1.0
24.625,-34.20833333,train,3.1646667683685776E235,100.0,1.0
24.875,-34.20833333,train,2.976370339750295E235,100.0,1.0
24.95833333,-34.29166667,train,0.008083395710917193,5.064626531484886,0.059431568533316825
24.95833333,-34.125,train,2.9972163433685535E235,100.0,1.0
25.29166667,-34.04166667,train,3.286652708252039E235,100.0,1.0
25.375,-34.04166667,train,0.06412511822638528,21.026057690455815,0.33389188190103014
25.54166667,-34.125,train,0.13105734519106563,38.23669918253439,0.5060407227272468
25.625,-33.95833333,train,0.8618209338134407,100.0,0.8707466472070472
25.70833333,-34.20833333,train,0.006833393521955041,4.195621235602449,0.050707193702064265
25.79166667,-33.79166667,train,2.975955390096543E235,100.0,1.0
25.875,-33.79166667,train,0.8716607918868596,100.0,0.8720190045197888
26.27479707,-33.87177707,train,0.11301077906795715,32.85409261738715,0.4690427220211805
26.625,-33.79166667,train,2.895475336984218E235,100.0,1.0
26.9,-33.61,train,4.0056721138489735,100.0,0.9690515758286278
26.95833333,-33.70833333,train,0.15357183694864388,61.686726921049306,0.5455477629273743
25.62527503,-34.07161068,train,0.12494138686350488,35.285292597621634,0.4940937277111723
20.118269,-34.716851,train,9.607663961667354E236,100.0,1.0
19.686647,-34.768677,train,1.2036270110407983E236,100.0,1.0
18.4375,-34.15766667,train,3.944424905735798,100.0,0.968586119021937
18.35533333,-34.05383333,train,4.46734974260093,100.0,0.972160896868809
18.37016667,-33.956,train,0.9980602121905388,100.0,0.8863856891704447
18.34283333,-33.9845,train,3.890043605406326,100.0,0.9681609473970462
18.38366667,-34.90566667,train,0.006146979302405267,3.797174066365675,0.045847181569145516
18.3835,-34.28516667,train,4.888412722223026,100.0,0.9744976629251099
18.30966667,-34.16816667,train,3.9771265431851375,100.0,0.9688363678870906
18.3035,-34.15333333,train,3.6117678110159455,100.0,0.96579176094396
27.934337,-33.04512,train,3.092624260149729E235,100.0,1.0
20.10551,-34.92946,train,4.626214713005712,100.0,0.9730911714038264
19.815873,-34.847246,train,1.0301640999642456E237,100.0,1.0
20.345902,-34.779312,train,4.643550079145523,100.0,0.9731889344757803
20.247318,-34.667013,train,1.0130693109724068E237,100.0,1.0
20.96883,-34.492406,train,0.5995957126139072,100.0,0.8241592044283983
24.946933,-34.323324,train,0.008481696762773997,5.32182027163579,0.06217791460281285
18.598182,-34.317135,train,0.5965672502857944,100.0,0.8234241728126901
22.191549,-34.194411,train,2.9279005833040615E235,100.0,1.0
23.31,-34.11,train,3.095592433150174E235,100.0,1.0
25.7833,-34.0667,train,0.12609631679298,35.52061606817807,0.496393843425882
22.2395,-34.0566,train,1.2201732617626158E236,100.0,1.0
25.5764,-34.0483,train,0.13144958136100565,38.72793350760016,0.5067876969962442
25.47,-34.04,train,0.12528764634452602,35.35584492032279,0.4947855275795857
25.2333,-34.0333,train,3.155097565424235E235,100.0,1.0
25.14,-34.02,train,3.0925827020120725E235,100.0,1.0
23.55965,-33.99554,train,3.1950231550004334E235,100.0,1.0
26.8295,-33.6318,train,2.943389398574906E235,100.0,1.0
27.126005,-33.551933,train,2.9613536445353274E235,100.0,1.0
27.336473,-33.399288,train,3.345860413408379E235,100.0,1.0
27.466509,-33.381883,train,0.8390838082818199,100.0,0.8677075442738156
27.395086,-33.357927,train,0.8750667033573062,100.0,0.8724535948075719
27.457434,-33.345557,train,3.24230290497365E235,100.0,1.0
27.68,-33.17,train,3.108566274104432E235,100.0,1.0
28.513935,-32.719639,train,2.848729749331412E235,100.0,1.0
28.463117,-32.658148,train,4.080813038229295,100.0,0.9696041146865987
28.588329,-32.602278,train,2.901226686804736E235,100.0,1.0
16.39,-31.08,train,9.881372678965852E-4,0.8970552731711859,0.007664936666531025
