background,LONGITUDE,LATITUDE,depth,DissolvedO2_max,DissolvedO2_mean,DissolvedO2_min,disttoestuary_all_km,Salinity_Lt_max,Salinity_Lt_min,Salinity_max,Salinity_mean,Salinity_min,Salinity_range,sst_average,sst_Lt_max,sst_Lt_min,sst_max,sst_min,sst_range,substrate_simplified
background,28.498024995,-33.412064719,-2869.345703125,223.226409912109,215.038330078125,208.052871704102,69.0300369262695,35.4927978515625,35.2499313354492,35.6486015319824,35.3747978210449,35.0496940612793,0.597472846508026,23.3328304290771,25.9114894866943,20.8390197753906,26.8630523681641,20.0922832489014,6.77076816558838,1
background,27.998024995,-35.712064719,-4608.6669921875,233.061386108398,221.238494873047,210.883041381836,266.450164794922,35.6308784484863,35.4481239318848,35.7568283081055,35.5415382385254,35.3254852294922,0.431426823139191,20.9159717559814,23.7104835510254,18.6323909759521,25.4322719573975,17.7304439544678,7.70182657241821,16
background,16.898024995,-30.912064719,-213.147476196289,270.82763671875,249.187377929688,239.216934204102,66.6453475952148,35.3316955566406,35.01611328125,35.4577674865723,35.1861877441406,34.8787727355957,0.586186230182648,16.0110874176025,18.3072814941406,14.2695684432983,19.1895198822021,12.7788610458374,6.41065883636475,13
background,27.898024995,-33.912064719,-3327.86865234375,224.591567993164,216.250122070312,209.457870483398,79.033447265625,35.5101013183594,35.2873344421387,35.6399230957031,35.3991508483887,35.090892791748,0.542660713195801,23.1194362640381,25.6832675933838,20.6207141876221,26.7368621826172,19.9221324920654,6.8147292137146,1
background,17.398024995,-31.112064719,-168.141815185547,273.099914550781,253.087203979492,244.001403808594,32.1910362243652,35.1906585693359,34.8855056762695,35.3474311828613,35.0596008300781,34.7447891235352,0.599978029727936,15.1653547286987,17.6439037322998,13.4990243911743,18.3859977722168,12.1593818664551,6.22661542892456,13
background,15.598024995,-32.812064719,-2883.26000976562,256.028106689453,237.012771606445,222.085510253906,217.695236206055,35.6248741149902,35.3483810424805,35.6957244873047,35.4976768493652,35.2016677856445,0.490915864706039,18.2529964447021,20.9332427978516,15.9497127532959,21.8369216918945,14.6610336303711,7.17588806152344,15
background,19.998024995,-37.212064719,-2169.81103515625,245.261444091797,229.983016967773,217.473281860352,278.546020507812,35.5715408325195,35.3407936096191,35.6791381835938,35.471263885498,35.1574401855469,0.523772120475769,19.8842220306396,22.5029430389404,17.3432064056396,23.2982330322266,15.7661933898926,7.53203916549683,1
background,24.498024995,-35.912064719,-4271.38818359375,242.048522949219,223.640029907227,212.847534179688,197.208404541016,35.5911407470703,35.3931999206543,35.6897773742676,35.4924621582031,35.2421188354492,0.449203014373779,21.3959178924561,24.2955551147461,19.0111351013184,25.2914352416992,17.5909805297852,7.7004542350769,16
background,26.598024995,-36.012064719,-4692.828125,237.937759399414,221.782028198242,212.366271972656,253.910415649414,35.6287231445312,35.4331932067871,35.7322998046875,35.5314559936523,35.311149597168,0.422145068645477,20.8994159698486,23.5175609588623,18.5022792816162,24.9557914733887,16.9886322021484,7.96715974807739,16
background,26.398024995,-35.912064719,-4720.7431640625,238.158508300781,221.65380859375,212.581451416016,247.257995605469,35.6259574890137,35.4313812255859,35.7214202880859,35.528678894043,35.2918472290039,0.426186740398407,21.0096607208252,23.6596279144287,18.5651664733887,25.2187232971191,17.4728717803955,7.74585151672363,16
