SPECIES_SCIENTIFIC,CUR_NME,STATUS,ENDEMIC.STATUS,Species_common
ROSTRORAJA ALBA,Sixteen Mile Beach Marine Protected Area,EN,0,Spearnose skate
ROSTRORAJA ALBA,Southwest Indian Seamounts Marine Protected Area,EN,0,Spearnose skate
ROSTRORAJA ALBA,Stilbaai Marine Protected Area,EN,0,Spearnose skate
ROSTRORAJA ALBA,Table Mountain National Park Marine Protected Area,EN,0,Spearnose skate
ROSTRORAJA ALBA,Tsitsikamma Marine Protected Area,EN,0,Spearnose skate
ROSTRORAJA ALBA,Walker Bay Whale Sanctuary Marine Protected Area,EN,0,Spearnose skate
SCYLIORHINUS CAPENSIS,Addo Elephant National Park Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Agulhas Bank Complex Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Agulhas Muds Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Benguela Muds Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Betty's Bay Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Browns Bank Corals Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Childs Bank Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,De Hoop Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Goukamma Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Orange Shelf Edge Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Robberg Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Sardinia Bay Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Southwest Indian Seamounts Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Stilbaai Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Table Mountain National Park Marine Protected Area,NT,2,Yellowspotted catshark
SCYLIORHINUS CAPENSIS,Tsitsikamma Marine Protected Area,NT,2,Yellowspotted catshark
SCYLLIOGALEUS QUECKETTI,Aliwal Shoal Marine Protected Area,VU,1,Flapnose houndshark
SCYLLIOGALEUS QUECKETTI,iSimangaliso Marine Protected Area,VU,1,Flapnose houndshark
SCYLLIOGALEUS QUECKETTI,Pondoland Marine Protected Area,VU,1,Flapnose houndshark
SCYLLIOGALEUS QUECKETTI,Trafalgar Marine Protected Area,VU,1,Flapnose houndshark
SPHYRNA ZYGAENA,Addo Elephant National Park Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Agulhas Bank Complex Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Agulhas Muds Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Aliwal Shoal Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Amathole Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Betty's Bay Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,De Hoop Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Dwesa-Cwebe Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Goukamma Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Helderberg Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Hluleka Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,iSimangaliso Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Langebaan Lagoon Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Pondoland Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Protea Banks Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Robberg Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Sardinia Bay Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Stilbaai Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Table Mountain National Park Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Trafalgar Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Tsitsikamma Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,uThukela Marine Protected Area,VU,0,Smooth hammerhead shark
SPHYRNA ZYGAENA,Walker Bay Whale Sanctuary Marine Protected Area,VU,0,Smooth hammerhead shark
SQUALUS ACANTHIAS,Addo Elephant National Park Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Agulhas Bank Complex Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Agulhas Muds Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Benguela Muds Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Betty's Bay Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Browns Bank Corals Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Cape Canyon Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Childs Bank Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,De Hoop Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Goukamma Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Helderberg Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Langebaan Lagoon Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Namaqua Fossil Forest Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Orange Shelf Edge Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Robben Island Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Robberg Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Sardinia Bay Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Sixteen Mile Beach Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Southwest Indian Seamounts Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Stilbaai Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Table Mountain National Park Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Tsitsikamma Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS ACANTHIAS,Walker Bay Whale Sanctuary Marine Protected Area,VU,0,Spotted spiny dogfish
SQUALUS BASSI,Addo Elephant National Park Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Agulhas Bank Complex Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Benguela Muds Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Betty's Bay Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Browns Bank Corals Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Cape Canyon Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Childs Bank Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Helderberg Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Langebaan Lagoon Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Namaqua Fossil Forest Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Orange Shelf Edge Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Sardinia Bay Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Sixteen Mile Beach Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Southwest Indian Seamounts Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Table Mountain National Park Marine Protected Area,LC,2,African longnose spurdog
SQUALUS BASSI,Walker Bay Whale Sanctuary Marine Protected Area,LC,2,African longnose spurdog
STEGOSTOMA TIGRINUM,Aliwal Shoal Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,Dwesa-Cwebe Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,iSimangaliso Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,Pondoland Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,Protea Banks Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,Trafalgar Marine Protected Area,EN,0,Zebra shark
STEGOSTOMA TIGRINUM,uThukela Marine Protected Area,EN,0,Zebra shark
TAENIURA LYMMA,iSimangaliso Marine Protected Area,LC,0,Blue-spotted fantail ray
TAENIUROPS MEYENI,Aliwal Shoal Marine Protected Area,VU,0,Blotched fantail ray
TAENIUROPS MEYENI,iSimangaliso Marine Protected Area,VU,0,Blotched fantail ray
TAENIUROPS MEYENI,Pondoland Marine Protected Area,VU,0,Blotched fantail ray
TAENIUROPS MEYENI,Protea Banks Marine Protected Area,VU,0,Blotched fantail ray
TAENIUROPS MEYENI,uThukela Marine Protected Area,VU,0,Blotched fantail ray
TETRONARCE COWLEYI,Addo Elephant National Park Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Agulhas Bank Complex Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Agulhas Muds Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Amathole Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Benguela Muds Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Betty's Bay Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Browns Bank Corals Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Cape Canyon Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Childs Bank Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,De Hoop Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Goukamma Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Helderberg Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Orange Shelf Edge Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Robberg Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Sardinia Bay Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Stilbaai Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Table Mountain National Park Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Tsitsikamma Marine Protected Area,LC,2,South african torpedo ray
TETRONARCE COWLEYI,Walker Bay Whale Sanctuary Marine Protected Area,LC,2,South african torpedo ray
TORPEDO FUSCOMACULATA,Addo Elephant National Park Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Agulhas Bank Complex Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Agulhas Muds Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Aliwal Shoal Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Amathole Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Betty's Bay Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,De Hoop Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Dwesa-Cwebe Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Goukamma Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Helderberg Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Hluleka Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Pondoland Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Robberg Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Sardinia Bay Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Stilbaai Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Table Mountain National Park Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Trafalgar Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Tsitsikamma Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO FUSCOMACULATA,Walker Bay Whale Sanctuary Marine Protected Area,DD,0,Blackspotted electric ray
TORPEDO SINUSPERSICI,Addo Elephant National Park Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Aliwal Shoal Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Amathole Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Dwesa-Cwebe Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,iSimangaliso Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Pondoland Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Protea Banks Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,Trafalgar Marine Protected Area,DD,0,Marbled electric ray
TORPEDO SINUSPERSICI,uThukela Marine Protected Area,DD,0,Marbled electric ray
TRIAENODON OBESUS,Aliwal Shoal Marine Protected Area,VU,0,Whitetip reef shark
TRIAENODON OBESUS,iSimangaliso Marine Protected Area,VU,0,Whitetip reef shark
TRIAKIS MEGALOPTERUS,Addo Elephant National Park Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Agulhas Bank Complex Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Amathole Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Betty's Bay Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,De Hoop Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Dwesa-Cwebe Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Goukamma Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Helderberg Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Hluleka Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Jutten Island Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Langebaan Lagoon Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Malgas Island Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Marcus Island Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Pondoland Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Robben Island Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Robberg Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Sardinia Bay Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Sixteen Mile Beach Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Stilbaai Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Table Mountain National Park Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Tsitsikamma Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,uThukela Marine Protected Area,LC,2,Spotted gully shark
TRIAKIS MEGALOPTERUS,Walker Bay Whale Sanctuary Marine Protected Area,LC,2,Spotted gully shark
