SPECIES_SCIENTIFIC,CUR_NME,STATUS,ENDEMIC.STATUS,Species_common
ACROTERIOBATUS ANNULATUS,Addo Elephant National Park Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Agulhas Bank Complex Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Agulhas Muds Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Aliwal Shoal Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Amathole Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Betty's Bay Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,De Hoop Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Dwesa-Cwebe Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Goukamma Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Helderberg Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Hluleka Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,iSimangaliso Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Jutten Island Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Langebaan Lagoon Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Malgas Island Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Marcus Island Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Namaqua Fossil Forest Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Pondoland Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Protea Banks Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Robben Island Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Robberg Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Sardinia Bay Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Sixteen Mile Beach Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Stilbaai Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Table Mountain National Park Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Trafalgar Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Tsitsikamma Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,uThukela Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS ANNULATUS,Walker Bay Whale Sanctuary Marine Protected Area,VU,1,Lesser guitarfish
ACROTERIOBATUS LEUCOSPILUS,Aliwal Shoal Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Amathole Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Dwesa-Cwebe Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Hluleka Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,iSimangaliso Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Pondoland Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Protea Banks Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Stilbaai Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,Trafalgar Marine Protected Area,EN,0,Greyspot guitarfish
ACROTERIOBATUS LEUCOSPILUS,uThukela Marine Protected Area,EN,0,Greyspot guitarfish
AETOBATUS OCELLATUS,Aliwal Shoal Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Amathole Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Dwesa-Cwebe Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Hluleka Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,iSimangaliso Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Pondoland Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Protea Banks Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,Trafalgar Marine Protected Area,VU,0,Ocellated eagle ray
AETOBATUS OCELLATUS,uThukela Marine Protected Area,VU,0,Ocellated eagle ray
AETOMYLAEUS BOVINUS,Addo Elephant National Park Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Agulhas Bank Complex Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Aliwal Shoal Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Amathole Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Betty's Bay Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,De Hoop Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Dwesa-Cwebe Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Goukamma Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Helderberg Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Hluleka Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,iSimangaliso Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Pondoland Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Protea Banks Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Robberg Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Sardinia Bay Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Stilbaai Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Table Mountain National Park Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Trafalgar Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Tsitsikamma Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,uThukela Marine Protected Area,CR,0,Duckbill ray
AETOMYLAEUS BOVINUS,Walker Bay Whale Sanctuary Marine Protected Area,CR,0,Duckbill ray
APRISTURUS MICROPS,Amathole Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Browns Bank Corals Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Childs Bank Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Orange Shelf Edge Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Port Elizabeth Corals Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Southeast Atlantic Seamounts Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS MICROPS,Southwest Indian Seamounts Marine Protected Area,LC,0,Smalleye catshark
APRISTURUS SALDANHA,Amathole Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Benguela Muds Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Browns Bank Corals Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Cape Canyon Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Childs Bank Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Jutten Island Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Langebaan Lagoon Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Orange Shelf Edge Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Port Elizabeth Corals Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Robben Island Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Sixteen Mile Beach Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Southeast Atlantic Seamounts Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Southwest Indian Seamounts Marine Protected Area,LC,1,Saldanha catshark
APRISTURUS SALDANHA,Table Mountain National Park Marine Protected Area,LC,1,Saldanha catshark
BATHYRAJA SMITHII,Browns Bank Corals Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Childs Bank Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Goukamma Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Helderberg Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Orange Shelf Edge Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Port Elizabeth Corals Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Southeast Atlantic Seamounts Marine Protected Area,LC,2,African softnose skate
BATHYRAJA SMITHII,Table Mountain National Park Marine Protected Area,LC,2,African softnose skate
BATHYTOSHIA BREVICAUDATA,Addo Elephant National Park Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Agulhas Bank Complex Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Agulhas Muds Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Aliwal Shoal Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Amathole Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Benguela Muds Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Betty's Bay Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,De Hoop Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Dwesa-Cwebe Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Goukamma Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Helderberg Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Hluleka Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Pondoland Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Protea Banks Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Robben Island Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Robberg Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Sardinia Bay Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Stilbaai Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Table Mountain National Park Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Trafalgar Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Tsitsikamma Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,uThukela Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA BREVICAUDATA,Walker Bay Whale Sanctuary Marine Protected Area,LC,0,Shorttail stingray
BATHYTOSHIA LATA,Addo Elephant National Park Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Agulhas Bank Complex Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Agulhas Muds Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Aliwal Shoal Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Amathole Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,De Hoop Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Dwesa-Cwebe Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Goukamma Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Hluleka Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,iSimangaliso Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Pondoland Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Protea Banks Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Robberg Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Sardinia Bay Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Southwest Indian Seamounts Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Stilbaai Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Trafalgar Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,Tsitsikamma Marine Protected Area,VU,0,Brown stingray
BATHYTOSHIA LATA,uThukela Marine Protected Area,VU,0,Brown stingray
CARCHARHINUS ALBIMARGINATUS,iSimangaliso Marine Protected Area,VU,0,Silvertip shark
CARCHARHINUS AMBLYRHYNCHOS,iSimangaliso Marine Protected Area,EN,0,Grey reef shark
CARCHARHINUS AMBOINENSIS,Addo Elephant National Park Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Aliwal Shoal Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Amathole Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Dwesa-Cwebe Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Hluleka Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,iSimangaliso Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Pondoland Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Protea Banks Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,Trafalgar Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS AMBOINENSIS,uThukela Marine Protected Area,VU,0,Pigeye shark
CARCHARHINUS BRACHYURUS,Addo Elephant National Park Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Agulhas Bank Complex Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Agulhas Muds Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Aliwal Shoal Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Amathole Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Betty's Bay Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,De Hoop Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Dwesa-Cwebe Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Goukamma Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Helderberg Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Hluleka Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,iSimangaliso Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Jutten Island Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Langebaan Lagoon Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Malgas Island Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Marcus Island Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Pondoland Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Protea Banks Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Robben Island Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Robberg Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Sardinia Bay Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Sixteen Mile Beach Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Southwest Indian Seamounts Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Stilbaai Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Table Mountain National Park Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Trafalgar Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Tsitsikamma Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,uThukela Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BRACHYURUS,Walker Bay Whale Sanctuary Marine Protected Area,VU,0,Copper shark
CARCHARHINUS BREVIPINNA,Addo Elephant National Park Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Aliwal Shoal Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Amathole Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Dwesa-Cwebe Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Helderberg Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Hluleka Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,iSimangaliso Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Marcus Island Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Pondoland Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Protea Banks Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Table Mountain National Park Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Trafalgar Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,uThukela Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS BREVIPINNA,Walker Bay Whale Sanctuary Marine Protected Area,VU,0,Spinner shark
CARCHARHINUS HUMANI,Aliwal Shoal Marine Protected Area,DD,0,Human's whaler shark
CARCHARHINUS HUMANI,iSimangaliso Marine Protected Area,DD,0,Human's whaler shark
CARCHARHINUS HUMANI,Pondoland Marine Protected Area,DD,0,Human's whaler shark
CARCHARHINUS HUMANI,Protea Banks Marine Protected Area,DD,0,Human's whaler shark
CARCHARHINUS HUMANI,Trafalgar Marine Protected Area,DD,0,Human's whaler shark
CARCHARHINUS LEUCAS,Addo Elephant National Park Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Aliwal Shoal Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Dwesa-Cwebe Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Goukamma Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,iSimangaliso Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Pondoland Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Protea Banks Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Trafalgar Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,Tsitsikamma Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LEUCAS,uThukela Marine Protected Area,VU,0,Zambezi shark
CARCHARHINUS LIMBATUS,Addo Elephant National Park Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Aliwal Shoal Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Amathole Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,De Hoop Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Dwesa-Cwebe Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Goukamma Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Hluleka Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,iSimangaliso Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Pondoland Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Protea Banks Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Robberg Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Stilbaai Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Trafalgar Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,Tsitsikamma Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS LIMBATUS,uThukela Marine Protected Area,VU,0,Blacktip shark
CARCHARHINUS OBSCURUS,Addo Elephant National Park Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Agulhas Bank Complex Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Aliwal Shoal Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Amathole Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Betty's Bay Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,De Hoop Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Dwesa-Cwebe Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Goukamma Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Helderberg Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Hluleka Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,iSimangaliso Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Jutten Island Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Langebaan Lagoon Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Malgas Island Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Marcus Island Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Pondoland Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Protea Banks Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Robben Island Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Robberg Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Sardinia Bay Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Sixteen Mile Beach Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Stilbaai Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Table Mountain National Park Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Trafalgar Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Tsitsikamma Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,uThukela Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS OBSCURUS,Walker Bay Whale Sanctuary Marine Protected Area,EN,0,Dusky shark
CARCHARHINUS PLUMBEUS,Aliwal Shoal Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,Dwesa-Cwebe Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,Hluleka Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,iSimangaliso Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,Pondoland Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,Protea Banks Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,Trafalgar Marine Protected Area,EN,0,Sandbar shark
CARCHARHINUS PLUMBEUS,uThukela Marine Protected Area,EN,0,Sandbar shark
CARCHARIAS TAURUS,Addo Elephant National Park Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Aliwal Shoal Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Amathole Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Betty's Bay Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,De Hoop Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Dwesa-Cwebe Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Goukamma Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Helderberg Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Hluleka Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,iSimangaliso Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Jutten Island Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Langebaan Lagoon Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Marcus Island Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Pondoland Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Protea Banks Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Robben Island Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Robberg Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Sardinia Bay Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Sixteen Mile Beach Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Stilbaai Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Table Mountain National Park Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Trafalgar Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Tsitsikamma Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,uThukela Marine Protected Area,CR,0,Spotted raggedtooth shark
CARCHARIAS TAURUS,Walker Bay Whale Sanctuary Marine Protected Area,CR,0,Spotted raggedtooth shark
CENTROPHORUS SQUAMOSUS,Benguela Muds Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Browns Bank Corals Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Childs Bank Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,iSimangaliso Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Orange Shelf Edge Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Port Elizabeth Corals Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Southeast Atlantic Seamounts Marine Protected Area,EN,0,Leafscale gulper shark
CENTROPHORUS SQUAMOSUS,Southwest Indian Seamounts Marine Protected Area,EN,0,Leafscale gulper shark
CENTROSCYLLIUM FABRICII,Benguela Muds Marine Protected Area,LC,0,Black dogfish
CENTROSCYLLIUM FABRICII,Browns Bank Corals Marine Protected Area,LC,0,Black dogfish
CENTROSCYLLIUM FABRICII,Orange Shelf Edge Marine Protected Area,LC,0,Black dogfish
CENTROSCYLLIUM FABRICII,Southeast Atlantic Seamounts Marine Protected Area,LC,0,Black dogfish
