LATITUDE,LONGITUDE,DATE,SPECIES_SCIENTIFIC,DATASET
-34.51670074,21.70000076,25/04/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.51670074,21.73329926,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.50999832,20.45999908,08/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.50999832,20.47999954,01/10/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,20.81170082,10/05/1931,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,20.84830093,11/05/1931,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,20.91670036,15/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,20.95000076,08/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.33329964,12/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.33329964,12/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.36669922,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.39999962,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.41670036,08/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.43330002,26/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.5333004,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.56669998,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.68330002,20/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.68330002,22/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.76670074,01/07/1985,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.5,21.76670074,29/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.49000168,21.27000046,12/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.48329926,21.4666996,12/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.48329926,21.5,25/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.47999954,21.13999939,14/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.47999954,21.23999977,13/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.47000122,21.29000092,17/04/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,20.75329971,10/05/1931,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,20.91670036,17/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,20.93330002,17/04/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,21.2833004,25/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,21.33329964,25/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,21.33329964,17/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.46670151,21.45000076,25/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45999908,21.06999969,11/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45000076,20.91670036,18/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45000076,20.91670036,08/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45000076,21.23999977,07/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45000076,21.43330002,08/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.45000076,21.68330002,15/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43999863,21.14999962,07/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43999863,21.20999908,13/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.89999962,28/04/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.91670036,11/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.91670036,11/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.91670036,16/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.91670036,04/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.43330002,20.91670036,27/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.41999817,21.07999992,18/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.41999817,21.11000061,04/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.41669846,20.93330002,11/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.41669846,20.93330002,14/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.40999985,21.14999962,11/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.40999985,21.15999985,15/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.40000153,21.12999916,24/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.40000153,21.14999962,13/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.40000153,21.83329964,22/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.38330078,21.89999962,10/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.35,22.0833,11/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.35,22.21,15/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.33,22.46,09/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.3,22.75,17/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.3,24.8333,24/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2833,21.9667,16/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2833,22.75,17/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,21.95,15/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,21.9667,09/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,22.0667,18/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,22.0667,11/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,22.4333,22/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2667,25.2333,09/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.222705,21.971283,12/04/2021,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2167,23.6667,23/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2167,24.9167,26/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2167,24.9167,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2167,24.9333,17/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2167,24.9667,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.21,22.05,11/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,22.35,26/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9167,21/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9167,02/10/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9333,25/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9667,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.2,24.9667,08/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.187,18.427,09/05/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,22.3333,26/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,23.3167,07/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9,08/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9167,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9167,17/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9167,24/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9167,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9167,14/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,24.9333,17/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1833,25.2667,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.18,24.5,24/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.17,22.45,17/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,22.2,26/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,22.2333,23/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,22.5,23/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,22.5167,17/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,23.3667,19/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1667,24.9333,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1645,18.4348,12/08/2014,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.16,22.26,22/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.16,25.14,09/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1583,18.8667,05/04/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1583,18.8667,19/01/1996,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.15,22.16,08/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.15,22.2167,17/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.15,22.5833,05/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.15,23.1667,18/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.15,23.3333,18/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.13334,18.58333,01/07/1841,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1333,22.2167,10/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1333,22.2167,07/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1333,22.2167,26/04/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1333,22.25,19/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1333,23.45,24/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.133,22.217,10/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.13,23.4,23/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,22.2,16/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,22.25,16/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,22.3333,07/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,22.35,15/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,22.3667,17/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,23.4833,19/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,25.1,30/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,25.1167,30/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1167,26.3667,12/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.11,22.2,26/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.11,23.19,07/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.11,25.01,10/04/2004,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.11,25.16,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,22.3,23/09/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,22.31,17/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,22.4,26/04/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,22.5,19/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,23.22,19/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,23.3833,19/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,23.4667,19/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,23.4833,19/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,23.5,15/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,25,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,25.0167,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,25.1833,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,26.05,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,26.0667,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.1,26.0667,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.09,22.35,05/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.09,23.1,18/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.09,23.2,18/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,23.4833,15/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,23.5167,23/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25.0167,25/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25.0333,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25.0333,26/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,25.2333,24/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,26.0833,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0833,26.55,12/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.07,22.2,07/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.07,22.21,15/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.07,22.22,17/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.07,25.07,30/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.07,26.22,12/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,23.4,20/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,23.4333,20/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,23.4333,08/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.0333,21/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.0333,05/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.0333,14/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.0667,23/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.0833,20/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,25.7833,17/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0667,26.55,28/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,22.24,26/04/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,22.3,19/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,24.03,25/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,25,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,25.01,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,25.11,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,25.11,10/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.06,26.04,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05249,22.85815,01/04/2015,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,24.03,15/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25,26/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.01,25/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.02,26/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.05,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.05,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.14,24/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.15,21/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.1667,20/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.7833,26/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,25.8,22/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,26.32,30/04/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,26.33,12/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.05,26.4,25/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25,10/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.02,21/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.02,05/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.02,14/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.04,23/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.05,20/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,25.47,17/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.04,26.33,28/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.039083,22.816982,12/05/2018,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.038364,22.813961,02/04/2021,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03819,22.813725,21/04/2021,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.0667,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.0833,17/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.1667,20/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.1667,27/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.1833,05/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.2167,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.2333,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.2333,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,25.8,06/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,26.1333,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0333,26.4,25/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03,25.03,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03,25.05,27/04/2006,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03,25.09,21/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03,25.1,20/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.03,25.47,26/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.04,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.05,17/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.1,27/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.11,05/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.14,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,25.14,16/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,26.19,11/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,26.22,29/04/2006,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,26.24,25/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.02,26.42,12/09/2003,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.1333,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.1833,21/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.7833,22/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.8,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.8,31/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.8,24/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,25.8167,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,26.1,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,26.35,18/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.0167,26.3833,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.01,25.08,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.01,26.21,18/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34.01,26.23,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.12,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.13,08/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.14,14/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.16,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.2,04/04/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.2167,08/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.2333,14/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.2667,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.8,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,25.8,31/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,26.26,08/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-34,26.4333,08/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,25.1833,28/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,25.2,25/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,25.7833,17/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,25.8,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,25.8167,04/10/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,26.0333,24/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,26.2667,18/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9833,26.2667,29/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.982051,23.564522,30/12/2020,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9667,26.7167,24/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.95,25.7167,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.95,25.8,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9333,25.85,27/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9333,26.6833,24/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9333,26.7167,07/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.75,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.75,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.7667,21/09/1987,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.7667,19/05/1988,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.7667,28/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.7667,24/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,25.8167,06/05/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.1667,23/09/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.1833,27/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.5667,23/09/1993,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.6667,29/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.6833,19/09/1992,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9167,26.7167,29/09/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,25.75,26/06/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,25.75,11/05/1995,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,25.8167,19/05/1989,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,25.85,11/10/1994,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,26,30/06/1991,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,26.1667,31/05/1990,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
-33.9,26.1833,23/09/1986,ACROTERIOBATUS ANNULATUS,GBIF_OBIS
