Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.31588E-5,0.001315885,0.000128322,0.669491525,0.042372881,0
1.45729E-5,0.002773173,0.000142109,0.661016949,0.042372881,0
1.89608E-5,0.00636941,0.000184891,0.644067797,0.042372881,0
2.00612E-5,0.010292745,0.000195619,0.627118644,0.042372881,0
3.26864E-5,0.026369727,0.000318689,0.576271186,0.042372881,0
4.28537E-5,0.052713604,0.000417778,0.516949153,0.042372881,0
6.69192E-5,0.106614212,0.000652239,0.43220339,0.042372881,0
9.32224E-5,0.203909665,0.000908374,0.330508475,0.042372881,0
1.85634E-4,0.317525477,0.001807221,0.262711864,0.042372881,0
4.92269E-4,0.406154533,0.004778166,0.237288136,0.042372881,0
4.99331E-4,0.505498515,0.004846385,0.220338983,0.042372881,0
6.37037E-4,0.628656512,0.006174676,0.203389831,0.042372881,0
7.67019E-4,0.705358456,0.00742521,0.194915254,0.042372881,0
8.97669E-4,0.795125354,0.008678999,0.186440678,0.042372881,0
1.33774E-3,0.928899837,0.012879019,0.177966102,0.042372881,0
2.12098E-3,1.140997453,0.020266688,0.169491525,0.042372881,0
2.58507E-3,1.399504175,0.024592189,0.161016949,0.042372881,0
2.60511E-3,1.660015447,0.02477816,0.152542373,0.042372881,0
2.905E-3,1.95051564,0.027551926,0.144067797,0.042372881,0
4.43544E-3,2.394059749,0.041465204,0.13559322,0.042372881,0
5.30633E-3,2.924692309,0.049206148,0.127118644,0.042372881,0
1.42351E-2,4.348198152,0.121909523,0.118644068,0.042372881,0
1.95156E-2,6.209497215,0.159901292,0.110169492,0.042372881,0
1.98731E-2,6.335511775,0.162354954,0.110169492,0.050847458,0
2.09271E-2,8.428221072,0.169505818,0.101694915,0.050847458,0
2.17759E-2,10.605815401,0.175176922,0.093220339,0.050847458,0
2.20806E-2,12.813873677,0.177193356,0.084745763,0.050847458,0
2.35572E-2,15.169591469,0.186828988,0.076271186,0.050847458,0
2.50034E-2,15.766652875,0.196049923,0.06779661,0.050847458,0
2.68763E-2,16.539879002,0.207685242,0.06779661,0.059322034,0
3.1087E-2,18.278291372,0.232653433,0.06779661,0.06779661,0
3.54858E-2,21.82687125,0.257109666,0.059322034,0.06779661,0
3.6389E-2,22.72366655,0.261939851,0.050847458,0.076271186,0
3.94602E-2,25.772893685,0.277903447,0.050847458,0.084745763,0
4.6344E-2,30.407291969,0.311291819,0.042372881,0.084745763,0
5.39453E-2,34.153127952,0.344747513,0.033898305,0.084745763,0
5.4615E-2,34.483168993,0.347540107,0.033898305,0.093220339,0
5.55563E-2,34.947042633,0.351425107,0.033898305,0.101694915,0
5.57974E-2,35.065830005,0.352412536,0.033898305,0.110169492,0
5.74501E-2,35.880288619,0.359102647,0.033898305,0.118644068,0
5.81427E-2,36.221557366,0.361864973,0.033898305,0.127118644,0
6.96436E-2,38.188804087,0.404490839,0.025423729,0.127118644,0
7.16827E-2,38.537596036,0.411461011,0.025423729,0.13559322,0
8.70698E-2,41.169578045,0.45922374,0.025423729,0.144067797,0
9.10577E-2,41.851706794,0.470363485,0.025423729,0.152542373,0
9.71031E-2,42.885782395,0.486402098,0.025423729,0.161016949,0
1.11936E-1,45.422893928,0.52192224,0.025423729,0.169491525,0
1.26688E-1,47.946323899,0.552691053,0.025423729,0.177966102,0
1.39975E-1,50.219044652,0.577198792,0.025423729,0.186440678,0
1.90209E-1,69.23997821,0.649751465,0.016949153,0.186440678,0
1.97384E-1,71.120005336,0.65813038,0.008474576,0.186440678,0
2.47249E-1,84.186191998,0.706867531,0.008474576,0.194915254,0
2.84139E-1,93.852461617,0.73483341,0.008474576,0.203389831,0
2.85762E-1,94.277658084,0.735941552,0.008474576,0.211864407,0
2.91696E-1,95.832494772,0.739916076,0.008474576,0.220338983,0
3.076E-1,100,0.750001941,0.008474576,0.228813559,0
3.08358E-1,100,0.750463243,0,0.228813559,0
3.21909E-1,100,0.758430102,0,0.237288136,0
3.44811E-1,100,0.770797365,0,0.245762712,0
3.69245E-1,100,0.782667739,0,0.254237288,0
3.73212E-1,100,0.784480115,0,0.262711864,0
3.7417E-1,100,0.78491345,0,0.271186441,0
3.74378E-1,100,0.785007196,0,0.279661017,0
3.86198E-1,100,0.790206523,0,0.288135593,0
3.87602E-1,100,0.79080765,0,0.296610169,0
3.87786E-1,100,0.790886249,0,0.305084746,0
4.61242E-1,100,0.818132269,0,0.313559322,0
4.64388E-1,100,0.819141502,0,0.322033898,0
4.73788E-1,100,0.822091466,0,0.330508475,0
4.90414E-1,100,0.827079778,0,0.338983051,0
5.04628E-1,100,0.831128115,0,0.347457627,0
5.77252E-1,100,0.849169195,0,0.355932203,0
5.88505E-1,100,0.85162546,0,0.36440678,0
5.93489E-1,100,0.852687861,0,0.372881356,0
7.03426E-1,100,0.872782105,0,0.381355932,0
7.15663E-1,100,0.8746847,0,0.389830508,0
7.20096E-1,100,0.875360067,0,0.398305085,0
7.24028E-1,100,0.875953051,0,0.406779661,0
7.34913E-1,100,0.87756526,0,0.415254237,0
7.39714E-1,100,0.878263257,0,0.423728814,0
7.58595E-1,100,0.880932431,0,0.43220339,0
7.58723E-1,100,0.880950176,0,0.440677966,0
7.68899E-1,100,0.88234035,0,0.449152542,0
7.70274E-1,100,0.882525637,0,0.457627119,0
8.65397E-1,100,0.894070385,0,0.466101695,0
8.86369E-1,100,0.896316864,0,0.474576271,0
1E0,100,0.907002869,0,0.483050847,0
