species,X,Y,depth,DissolvedO2_max,DissolvedO2_mean,DissolvedO2_min,disttoestuary_all_km,Salinity_Lt_max,Salinity_Lt_min,Salinity_max,Salinity_mean,Salinity_min,Salinity_range,sst_average,sst_Lt_max,sst_Lt_min,sst_max,sst_min,sst_range,substrate_simplified
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.87526,-34.44339,-31.078971862793,260.006591796875,238.771347045898,220.518020629883,5.36497926712036,35.5974349975586,35.392692565918,35.7282333374023,35.4784927368164,35.3007164001465,0.430177092552185,18.1363105773926,21.8210678100586,15.0469884872437,22.5143985748291,13.929274559021,8.58512496948242,3
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.51377,-34.49158,-23.7091236114502,264.051971435547,238.956100463867,221.305084228516,24.7359466552734,35.6098175048828,35.4273834228516,35.730827331543,35.5036392211914,35.3396339416504,0.391327679157257,18.0225219726562,21.8385257720947,14.978099822998,22.5102577209473,13.9620094299316,8.54824733734131,5
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.869492,-34.463724,-66.1345520019531,260.153778076172,238.703720092773,220.552719116211,7.13413286209106,35.5985832214355,35.3960304260254,35.728588104248,35.4799270629883,35.3031806945801,0.426154792308807,18.2068099975586,21.8622417449951,15.0859003067017,22.5528831481934,13.9746360778809,8.5782470703125,4
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.39632,-34.587001,-18.9850540161133,264.745391845703,239.121292114258,221.398040771484,31.4434604644775,35.6127319335938,35.4369049072266,35.731330871582,35.5119361877441,35.3499984741211,0.381888210773468,18.031623840332,21.8292808532715,14.9565753936768,22.5593700408936,13.8825254440308,8.67684364318848,5
TRIAKIS.MEGALOPTERUS_PA1_RUN1,18.48023,-34.3355,-51.391471862793,263.232025146484,241.95393371582,227.900970458984,22.1297473907471,35.5644569396973,35.1557350158691,35.6884155273438,35.4236145019531,34.8084182739258,0.938818514347076,15.8129167556763,20.2377147674561,15.0154371261597,20.3424549102783,12.853777885437,7.48867559432983,3
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.65577201,-34.46748798,-62.5892639160156,262.422332763672,238.690689086914,220.997604370117,7.36220836639404,35.6029319763184,35.4119491577148,35.7288780212402,35.4912796020508,35.3230667114258,0.406107783317566,18.0952033996582,21.8544387817383,15.0102052688599,22.4134922027588,13.9916458129883,8.42184638977051,13
TRIAKIS.MEGALOPTERUS_PA1_RUN1,19.41277,-34.69361,-43.6798477172852,262.421936035156,238.664962768555,223.977981567383,11.6952705383301,35.6157188415527,35.4141311645508,35.7260513305664,35.5071678161621,35.292911529541,0.432743400335312,16.5877056121826,20.8142509460449,15.146595954895,20.3592987060547,13.7967090606689,6.56258964538574,5
TRIAKIS.MEGALOPTERUS_PA1_RUN1,18.8228,-34.22802,-25.3390827178955,263.729705810547,242.486709594727,228.261001586914,2.85033178329468,35.5616836547852,35.1867485046387,35.6769332885742,35.4145584106445,34.8052406311035,0.877618014812469,16.3460311889648,20.0282020568848,14.6805686950684,21.2450008392334,13.119574546814,8.12542533874512,3
TRIAKIS.MEGALOPTERUS_PA1_RUN1,19.244536,-34.420833,-2.22316694259644,264.821899414062,240.462951660156,225.120269775391,13.6141891479492,35.5974388122559,35.3531188964844,35.7032814025879,35.4751014709473,35.1510009765625,0.551853001117706,16.180196762085,20.4061908721924,15.0381202697754,20.1388187408447,13.5660362243652,6.57278251647949,3
TRIAKIS.MEGALOPTERUS_PA1_RUN1,20.75938197,-34.47232903,-58.4178733825684,261.291015625,238.494613647461,220.812377929688,8.56419944763184,35.6011810302734,35.4075546264648,35.7269134521484,35.4870986938477,35.31640625,0.41054230928421,18.1520709991455,21.8563995361328,15.0387191772461,22.4721412658691,13.9536142349243,8.51852607727051,4
