background,LONGITUDE,LATITUDE,depth,DissolvedO2_max,DissolvedO2_mean,DissolvedO2_min,disttoestuary_all_km,Salinity_Lt_max,Salinity_Lt_min,Salinity_max,Salinity_mean,Salinity_min,Salinity_range,sst_average,sst_Lt_max,sst_Lt_min,sst_max,sst_min,sst_range,substrate_simplified
background,29.498024995,-33.912064719,-3855.08276367188,233.096160888672,219.558410644531,209.443862915039,171.713302612305,35.5826263427734,35.3810272216797,35.6834678649902,35.4874458312988,35.2604064941406,0.42842897772789,21.8601932525635,24.8885517120361,19.3081531524658,25.6926956176758,18.3966484069824,7.2960467338562,16
background,28.698024995,-34.412064719,-4028.70556640625,231.388549804688,219.822692871094,210.641738891602,167.882736206055,35.5873870849609,35.3749389648438,35.6927185058594,35.4929656982422,35.2232398986816,0.47010612487793,21.6592426300049,24.6331729888916,19.0859603881836,25.4518508911133,18.3690700531006,7.08277988433838,16
background,15.298024995,-34.712064719,-4497.66162109375,255.994445800781,237.317810058594,223.153823852539,336.640228271484,35.6201553344727,35.3347206115723,35.7142753601074,35.478645324707,35.1755142211914,0.539081990718842,18.4706115722656,21.2679958343506,15.9550733566284,22.4492931365967,14.311767578125,8.137526512146,16
background,33.498024995,-31.612064719,-3376.69067382812,230.859100341797,218.045547485352,204.921600341797,321.166839599609,35.5880279541016,35.2928657531738,35.8312759399414,35.4556350708008,34.9722328186035,0.859962463378906,22.7736034393311,25.7769088745117,19.8831214904785,26.7756042480469,19.1533050537109,7.62229871749878,1
background,24.498024995,-36.812064719,-4359.21435546875,243.125900268555,225.270492553711,215.84944152832,296.988555908203,35.6288986206055,35.4128723144531,35.6924896240234,35.5270347595215,35.287956237793,0.403474271297455,20.4788417816162,23.2979679107666,18.1191463470459,24.6102161407471,16.2121887207031,8.39802646636963,16
background,17.298024995,-33.812064719,-1284.251953125,257.211853027344,238.582977294922,225.22981262207,107.843894958496,35.6211814880371,35.3458404541016,35.7013206481934,35.4883880615234,35.1595878601074,0.538094997406006,17.9490566253662,20.3517150878906,16.0505218505859,21.4020442962646,14.6105289459229,6.79151487350464,10
background,18.198024995,-31.712064719,-27.7590160369873,279.481689453125,256.312713623047,246.84455871582,1.54323744773865,35.1385650634766,34.8263282775879,35.2931137084961,35.0084495544434,34.7051849365234,0.579299986362457,14.3782825469971,17.201587677002,13.0417022705078,17.8504486083984,11.3076877593994,6.54276180267334,7
background,31.298024995,-30.012064719,-467.407287597656,221.564453125,213.360153198242,204.141860961914,30.66330909729,35.426441192627,35.000675201416,35.562686920166,35.258659362793,34.7479591369629,0.814263701438904,23.5769844055176,26.3911018371582,21.3835430145264,26.8016357421875,20.0302715301514,6.77136421203613,12
background,29.398024995,-34.412064719,-4185.89892578125,233.37126159668,220.479232788086,210.153778076172,207.377777099609,35.6140594482422,35.4034881591797,35.7279052734375,35.5151519775391,35.2476806640625,0.482088923454285,21.4536819458008,24.4226837158203,18.8348522186279,25.3499393463135,18.071907043457,7.27803373336792,16
background,15.798024995,-31.112064719,-447.860473632812,259.491424560547,239.12321472168,224.110565185547,181.75895690918,35.5492210388184,35.2442626953125,35.6447601318359,35.4113883972168,35.1548805236816,0.488339990377426,17.6163711547852,19.9933261871338,15.6206588745117,20.8455200195312,14.5607376098633,6.28478288650513,13
background,34.598024995,-30.112064719,-2698.88647460938,226.314453125,215.512908935547,203.266204833984,297.722015380859,35.5498695373535,35.233211517334,35.7632446289062,35.4099273681641,34.9515190124512,0.813631296157837,23.6026401519775,26.2776641845703,20.9764633178711,27.5068740844727,20.0002613067627,7.50661373138428,1
background,28.598024995,-34.512064719,-4099.57861328125,231.144760131836,219.895523071289,210.715759277344,170.861999511719,35.5854606628418,35.374568939209,35.6876792907715,35.4945106506348,35.21923828125,0.467373937368393,21.5937442779541,24.4987735748291,19.0073070526123,25.4603786468506,18.3149433135986,7.14543533325195,16
background,34.198024995,-30.412064719,-2721.7978515625,226.629821777344,215.959945678711,203.364120483398,275.967254638672,35.5602569580078,35.2584495544434,35.7521476745605,35.4153480529785,34.9720344543457,0.779044032096863,23.4570541381836,26.152379989624,20.7299327850342,27.348274230957,19.9615154266357,7.38675928115845,1
background,25.998024995,-34.212064719,-121.675003051758,232.824371337891,222.97331237793,215.372894287109,50.9753112792969,35.4907913208008,35.2996788024902,35.605899810791,35.3988876342773,35.1594123840332,0.445945054292679,19.1561622619629,22.4396800994873,17.9833927154541,22.3093929290771,16.6062889099121,5.70310401916504,13
background,15.498024995,-33.312064719,-3572.97827148438,255.407867431641,236.997772216797,223.095016479492,247.78759765625,35.6307067871094,35.3610458374023,35.7205657958984,35.5028686523438,35.2458152770996,0.47758936882019,18.3430480957031,21.0376949310303,15.9419221878052,22.4010410308838,14.5120553970337,7.88898611068726,16
background,19.598024995,-36.512064719,-2816.1103515625,247.095932006836,231.481674194336,219.850875854492,197.637313842773,35.6058235168457,35.3304786682129,35.7173767089844,35.4793815612793,35.1836280822754,0.53933846950531,19.4643306732178,22.0392608642578,16.8315773010254,23.4704532623291,15.4571828842163,8.01327133178711,15
background,22.898024995,-36.112064719,-1872.47644042969,239.025680541992,225.191970825195,213.302917480469,227.442291259766,35.5506172180176,35.3557662963867,35.6643562316895,35.4599151611328,35.2123107910156,0.451075106859207,21.928129196167,24.4690093994141,19.4369220733643,25.7728080749512,17.7087783813477,8.06402969360352,1
background,18.598024995,-36.312064719,-3544.77124023438,249.764358520508,234.208724975586,219.411895751953,207.720550537109,35.6032409667969,35.2863616943359,35.6612319946289,35.4640426635742,35.098072052002,0.562526345252991,19.0671577453613,21.7317848205566,16.3986015319824,23.2102069854736,15.2508888244629,7.95931768417358,16
background,16.598024995,-34.012064719,-3088.26147460938,255.311309814453,236.755294799805,223.694778442383,181.090301513672,35.6161766052246,35.377197265625,35.6656608581543,35.4988212585449,35.2251739501953,0.438581109046936,18.3828239440918,20.9669990539551,16.112247467041,21.9147262573242,14.8846521377563,7.03007507324219,15
background,17.698024995,-36.912064719,-4302.22802734375,253.879669189453,235.546127319336,219.316696166992,303.060760498047,35.5975914001465,35.274974822998,35.6756286621094,35.4509162902832,34.989501953125,0.693983554840088,18.9787578582764,21.6098308563232,16.3749580383301,22.9848957061768,14.4974155426025,8.48748016357422,16
background,20.698024995,-35.512064719,-102.630554199219,253.006256103516,235.455001831055,220.183074951172,107.027099609375,35.6091728210449,35.4498825073242,35.6982002258301,35.5188980102539,35.3637428283691,0.332561999559402,18.4592914581299,21.922513961792,15.845121383667,23.2724533081055,14.5053691864014,8.7670841217041,5
background,33.098024995,-28.312064719,-1750.26879882812,219.658309936523,211.427200317383,202.64582824707,69.9109725952148,35.4460334777832,35.0624542236328,35.5599250793457,35.2818717956543,34.7957229614258,0.767082929611206,24.8277015686035,27.4326343536377,22.194860458374,28.2141666412354,21.21240234375,7.00176525115967,1
background,26.898024995,-34.612064719,-3723.56787109375,229.279556274414,217.7705078125,209.943405151367,108.536270141602,35.5288047790527,35.3106803894043,35.650074005127,35.4207458496094,35.1140213012695,0.536268830299377,22.7613735198975,25.2866249084473,20.3309764862061,26.28369140625,19.3331775665283,6.95051431655884,16
background,19.998024995,-35.112064719,-98.9686126708984,260.733489990234,237.863433837891,221.987426757812,45.9091186523438,35.6282501220703,35.4507255554199,35.7346801757812,35.5298461914062,35.3312759399414,0.403491973876953,18.335542678833,21.841703414917,15.4220190048218,22.9690780639648,14.2594499588013,8.70962715148926,5
background,20.298024995,-36.512064719,-241.458892822266,246.777282714844,230.492309570312,219.849761962891,204.799407958984,35.5846862792969,35.406852722168,35.7091865539551,35.4905319213867,35.320873260498,0.389787644147873,19.7363548278809,22.1525955200195,17.3631973266602,23.1072998046875,16.2899169921875,6.8173828125,13
background,33.698024995,-31.612064719,-3384.01318359375,231.020782470703,218.292068481445,204.809921264648,336.465576171875,35.6021461486816,35.2991905212402,35.8582916259766,35.4593658447266,34.9706268310547,0.889736831188202,22.7666683197021,25.7652721405029,19.8406620025635,26.7602272033691,19.0650577545166,7.69516897201538,1
background,29.198024995,-34.612064719,-4286.91552734375,232.475784301758,220.584823608398,211.070007324219,213.990386962891,35.6159172058105,35.4037055969238,35.7328300476074,35.5196762084961,35.248851776123,0.484022229909897,21.343542098999,24.257495880127,18.7392654418945,25.1458225250244,18.227502822876,6.91831874847412,16
background,22.098024995,-36.512064719,-999.240112304688,242.877700805664,225.974136352539,213.117904663086,246.667053222656,35.5344772338867,35.3498764038086,35.6561584472656,35.4481658935547,35.2129402160645,0.44137516617775,21.8470821380615,23.7658061981201,19.1738376617432,25.6761569976807,17.85373878479,7.82241725921631,1
background,30.298024995,-30.912064719,-1.11654210090637,220.274444580078,213.114852905273,204.937545776367,11.7604417800903,35.4504890441895,35.1396636962891,35.5745124816895,35.3007888793945,34.9288902282715,0.630288004875183,23.1362552642822,26.2701663970947,21.2750511169434,26.519983291626,19.8399906158447,6.67999267578125,12
background,32.498024995,-33.812064719,-3284.39672851562,234.619445800781,222.053939819336,207.571990966797,363.362274169922,35.620491027832,35.3970108032227,35.7912330627441,35.5178260803223,35.1305160522461,0.664008021354675,21.5450325012207,24.3880577087402,18.8878726959229,25.2966403961182,18.2682991027832,7.0283408164978,16
background,18.098024995,-35.712064719,-2895.16088867188,253.668426513672,234.619674682617,220.054183959961,176.857635498047,35.6026382446289,35.3212738037109,35.7126922607422,35.472972869873,35.2039794921875,0.51192319393158,18.8632564544678,21.4475078582764,16.2936191558838,22.9036064147949,15.0672178268433,7.83638906478882,15
background,22.198024995,-35.712064719,-214.355895996094,239.372451782227,226.755020141602,215.982376098633,161.258804321289,35.5268821716309,35.348762512207,35.6677017211914,35.4399032592773,35.2219696044922,0.447860985994339,20.9625434875488,22.8798274993896,18.4368991851807,24.3018169403076,17.1913261413574,7.11049175262451,5
background,16.598024995,-33.612064719,-2167.05053710938,255.146697998047,237.17057800293,224.203384399414,160.58171081543,35.6167259216309,35.376049041748,35.671085357666,35.5010795593262,35.2119255065918,0.457457423210144,18.2966995239258,20.8961715698242,16.1248188018799,21.9271850585938,14.6280117034912,7.29917430877686,15
background,29.998024995,-34.212064719,-4175.77880859375,235.443634033203,220.727569580078,209.994049072266,227.248336791992,35.6052665710449,35.4000473022461,35.7134170532227,35.515926361084,35.1974945068359,0.515736222267151,21.4636211395264,24.4084968566895,18.8735752105713,25.1192207336426,18.0312156677246,7.08800649642944,16
background,27.898024995,-35.912064719,-4674.296875,234.252578735352,221.594970703125,211.31950378418,285.135070800781,35.6339111328125,35.4515228271484,35.7504920959473,35.5416488647461,35.3227958679199,0.426472961902618,20.84596824646,23.5755195617676,18.548942565918,25.3435077667236,17.2684078216553,8.07509899139404,16
background,32.898024995,-32.712064719,-3501.59545898438,233.518005371094,219.283462524414,206.91780090332,327.757415771484,35.6011772155762,35.3559837341309,35.7304039001465,35.4914321899414,35.1142959594727,0.61885130405426,22.1577644348145,25.1628322601318,19.3958492279053,26.1607780456543,18.3439197540283,7.81685876846313,16
background,16.798024995,-30.012064719,-149.272369384766,272.543518066406,250.520919799805,238.775543212891,46.4833068847656,35.2131996154785,35.0052070617676,35.3545722961426,35.1141891479492,34.764965057373,0.592609703540802,14.4261074066162,17.3331890106201,13.1766195297241,17.8967227935791,11.5405406951904,6.35618209838867,4
background,23.298024995,-36.912064719,-5155.0947265625,244.499404907227,226.184127807617,212.96907043457,315.259948730469,35.6163139343262,35.4129104614258,35.6931838989258,35.5203742980957,35.2987937927246,0.390059977769852,20.7996368408203,23.6339321136475,18.4300384521484,24.3286190032959,17.255090713501,7.07352781295776,16
background,22.498024995,-36.112064719,-1187.52709960938,238.909072875977,225.434829711914,212.941467285156,215.232208251953,35.5322494506836,35.3392677307129,35.6620063781738,35.4432907104492,35.2008781433105,0.461017102003098,21.9302749633789,24.0583095550537,19.3192481994629,25.8967304229736,17.7411766052246,8.15555381774902,1
background,16.398024995,-32.512064719,-833.588439941406,259.134704589844,239.132064819336,225.188095092773,155.011199951172,35.5940589904785,35.2203941345215,35.6564102172852,35.4360618591309,35.0020294189453,0.654908061027527,17.7286109924316,20.1627883911133,15.8671283721924,21.2265701293945,14.3389406204224,6.88762855529785,15
background,22.498024995,-35.012064719,-124.525291442871,239.637344360352,229.804992675781,220.392623901367,93.6627960205078,35.5341033935547,35.3638648986816,35.6605949401855,35.4437713623047,35.2910346984863,0.37061882019043,19.4744243621826,21.9269866943359,17.4509429931641,22.9761047363281,16.7103824615479,6.26572275161743,5
background,17.098024995,-32.312064719,-274.775665283203,263.715209960938,245.401473999023,230.792556762695,99.7788619995117,35.4499740600586,34.8287200927734,35.6190452575684,35.21142578125,34.4911499023438,1.10730493068695,16.1940746307373,18.3973522186279,15.0123271942139,19.1559391021729,13.8258743286133,5.33006429672241,13
background,28.298024995,-36.312064719,-4745.7841796875,237.805099487305,222.252792358398,211.535583496094,342.292846679688,35.6372756958008,35.4421081542969,35.7296142578125,35.5412406921387,35.3168029785156,0.405508011579514,20.6180171966553,23.365291595459,18.3267841339111,25.3374328613281,16.8433856964111,8.49404716491699,16
background,17.398024995,-34.812064719,-2705.6552734375,255.21760559082,235.291625976562,222.601745605469,150.495101928711,35.6115913391113,35.3551826477051,35.6823616027832,35.487548828125,35.1588516235352,0.52311909198761,18.6313667297363,21.2295875549316,16.2157306671143,22.7838077545166,14.8579397201538,7.92586755752563,15
background,28.598024995,-35.012064719,-4395.7548828125,232.324615478516,220.588806152344,211.388977050781,215.514572143555,35.6208267211914,35.4090728759766,35.7461776733398,35.5264739990234,35.2791023254395,0.466661721467972,21.1867618560791,23.9963302612305,18.7344131469727,24.9700698852539,17.7746467590332,7.19542407989502,16
background,29.098024995,-35.312064719,-4427.19287109375,235.271911621094,221.155517578125,211.073303222656,270.482543945312,35.6289138793945,35.4446640014648,35.758228302002,35.5432739257812,35.2965621948242,0.464687377214432,20.9741172790527,23.7782974243164,18.5897674560547,24.8957614898682,17.9167652130127,6.97899532318115,16
background,27.998024995,-36.912064719,-4342.01025390625,243.358337402344,224.227798461914,213.329727172852,390.643707275391,35.6093788146973,35.3712692260742,35.736156463623,35.505500793457,35.2850608825684,0.449114173650742,20.2909812927246,23.089147567749,17.8892269134521,24.5271663665771,15.5893507003784,8.93781661987305,16
background,17.998024995,-33.012064719,-15.1647758483887,267.626312255859,250.08056640625,232.546905517578,3.5268440246582,35.1557426452637,31.7848205566406,35.3840484619141,33.9250411987305,31.1720314025879,4.21201801300049,14.3453607559204,17.5272026062012,14.161003112793,17.1497955322266,11.8210802078247,5.3287148475647,3
background,15.798024995,-31.512064719,-599.051025390625,257.715057373047,238.297714233398,223.654037475586,201.844909667969,35.5818023681641,35.2943572998047,35.6695289611816,35.4462394714355,35.1272659301758,0.541526794433594,17.8010444641113,20.1959457397461,15.7998924255371,21.1680965423584,14.4676580429077,6.70043849945068,15
background,17.498024995,-37.112064719,-4329.63720703125,255.960083007812,235.925064086914,219.238388061523,331.511901855469,35.592456817627,35.2655601501465,35.6876907348633,35.4488525390625,34.9809761047363,0.706753730773926,18.9792594909668,21.6096343994141,16.4775066375732,23.1785621643066,14.5048694610596,8.67369270324707,16
background,35.398024995,-30.112064719,-2253.69067382812,227.016967773438,216.107864379883,203.021774291992,374.824157714844,35.5761032104492,35.2696800231934,35.7772979736328,35.4317207336426,35.0380439758301,0.734474539756775,23.5285587310791,26.3431968688965,20.6880855560303,27.7815322875977,19.08274269104,8.69879055023193,1
background,22.498024995,-37.712064719,-4371.5556640625,246.454284667969,227.882385253906,215.082046508789,377.90625,35.6172332763672,35.4302139282227,35.6858062744141,35.5216941833496,35.333324432373,0.358223229646683,20.4806880950928,23.3817443847656,18.2574462890625,24.5218601226807,17.2551937103271,7.26666593551636,16
background,15.998024995,-35.312064719,-4455.06005859375,257.060485839844,237.243301391602,222.886840820312,303.804260253906,35.6061859130859,35.3118476867676,35.6810569763184,35.4631690979004,35.0892143249512,0.593115329742432,18.5657825469971,21.2826366424561,16.039306640625,22.7222328186035,14.6356611251831,8.08657169342041,16
background,15.698024995,-30.712064719,-202.502212524414,261.431793212891,240.687545776367,226.733489990234,171.465423583984,35.4841918945312,35.204776763916,35.5806007385254,35.3635292053223,35.0771141052246,0.505133986473083,17.2817420959473,19.670373916626,15.2898530960083,20.4822864532471,14.2809906005859,6.20129537582397,5
background,21.998024995,-37.112064719,-3486.65576171875,245.36882019043,227.240356445312,212.629776000977,310.028564453125,35.569709777832,35.3871116638184,35.656982421875,35.481746673584,35.2455215454102,0.411613285541534,21.8767166137695,24.0392055511475,19.2623653411865,25.2908267974854,17.5623245239258,7.72850275039673,16
background,23.398024995,-34.012064719,-62.237117767334,248.291290283203,236.820938110352,221.726745605469,4.83112812042236,35.5305709838867,35.3592643737793,35.6592597961426,35.4386405944824,35.2951850891113,0.37494894862175,18.360107421875,21.4423408508301,16.3322563171387,22.5473251342773,15.0668745040894,7.48045110702515,13
background,18.698024995,-36.512064719,-3985.64282226562,249.66471862793,234.050308227539,219.195755004883,226.505187988281,35.6028785705566,35.2787895202637,35.6642227172852,35.4645156860352,35.083667755127,0.581242620944977,19.1278190612793,21.7811393737793,16.4392719268799,23.2629699707031,14.9296054840088,8.33336544036865,16
background,35.298024995,-27.912064719,-1842.06945800781,222.532638549805,211.735061645508,201.955307006836,276.032806396484,35.5129051208496,35.1632843017578,35.6740036010742,35.3388328552246,34.7631034851074,0.909747898578644,24.6269550323486,27.2661190032959,21.8078098297119,28.2398929595947,20.9558982849121,7.28399515151978,1
