"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Sphyrna zygaena",TRUE,666,333,380,0,0.5,0.570570570570571,0,25
"Squalus acanthias",TRUE,2123,636.9,684,0,0.3,0.322185586434291,0,25
"Squalus bassi",TRUE,1475,442.5,443,0,0.3,0.300338983050847,0,25
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,25
"Taeniurops meyeni",TRUE,85,42.5,53,0,0.5,0.623529411764706,0,25
"Tetronarce cowleyi",TRUE,1623,486.9,609,0,0.3,0.375231053604436,0,25
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,25
"Triakis megalopterus",TRUE,569,170.7,258,0,0.3,0.453427065026362,0,25
"Sphyrna lewini",FALSE,669,200.7,163,37.7,0.3,0.243647234678625,0.0563527653213752,25
"Acroteriobatus annulatus",FALSE,1242,621,594,27,0.5,0.478260869565217,0.0217391304347826,26
"Acroteriobatus leucospilus",TRUE,161,80.5,89,0,0.5,0.552795031055901,0,26
"Aetobatus ocellatus",TRUE,188,56.4,84,0,0.3,0.446808510638298,0,26
"Aetomylaeus bovinus",TRUE,391,195.5,208,0,0.5,0.531969309462916,0,26
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,26
"Bathyraja smithii",TRUE,738,221.4,222,0,0.3,0.300813008130081,0,26
"Bathytoshia lata",TRUE,933,279.9,428,0,0.3,0.458735262593783,0,26
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,26
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,26
"Carcharhinus amboinensis",TRUE,231,69.3,103,0,0.3,0.445887445887446,0,26
"Carcharhinus brachyurus",TRUE,1230,369,561,0,0.3,0.45609756097561,0,26
"Carcharhinus brevipinna",TRUE,247,74.1,109,0,0.3,0.441295546558704,0,26
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,26
"Carcharhinus limbatus",TRUE,330,99,156,0,0.3,0.472727272727273,0,26
"Carcharhinus obscurus",TRUE,707,353.5,379,0,0.5,0.536067892503536,0,26
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,26
"Carcharias taurus",TRUE,552,276,287,0,0.5,0.519927536231884,0,26
"Centrophorus squamosus",FALSE,515,257.5,232,25.5,0.5,0.450485436893204,0.0495145631067961,26
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,26
"Cruriraja parcomaculata",TRUE,1646,493.8,552,0,0.3,0.335358444714459,0,26
"Dipturus pullopunctatus",TRUE,1780,534,629,0,0.3,0.353370786516854,0,26
"Dipturus stenorhynchus",TRUE,600,180,263,0,0.3,0.438333333333333,0,26
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,26
"Etmopterus sculptus",TRUE,603,180.9,202,0,0.3,0.334991708126036,0,26
"Galeorhinus galeus",FALSE,1925,962.5,569,393.5,0.5,0.295584415584416,0.204415584415584,26
"Gymnura natalensis",TRUE,544,163.2,287,0,0.3,0.527573529411765,0,26
"Halaelurus lineatus",TRUE,148,44.4,62,0,0.3,0.418918918918919,0,26
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,26
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,26
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,26
"Haploblepharus pictus",TRUE,332,99.6,143,0,0.3,0.430722891566265,0,26
"Himantura leoparda",TRUE,172,51.6,89,0,0.3,0.517441860465116,0,26
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,26
"Holohalaelurus regani",TRUE,1940,582,583,0,0.3,0.300515463917526,0,26
"Leucoraja wallacei",FALSE,1610,644,633,11,0.4,0.393167701863354,0.00683229813664596,26
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,26
"Mobula birostris",TRUE,116,58,61,0,0.5,0.525862068965517,0,26
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,26
"Mustelus mustelus",FALSE,1503,751.5,674,77.5,0.5,0.448436460412508,0.0515635395874917,26
"Mustelus palumbes",TRUE,1794,538.2,566,0,0.3,0.315496098104794,0,26
"Myliobatis aquila",TRUE,810,405,456,0,0.5,0.562962962962963,0,26
"Narke capensis",TRUE,340,102,211,0,0.3,0.620588235294118,0,26
"Neoraja stehmanni",TRUE,294,88.2,112,0,0.3,0.380952380952381,0,26
"Notorynchus cepedianus",TRUE,712,213.6,400,0,0.3,0.561797752808989,0,26
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,26
"Pateobatis jenkinsii",TRUE,226,67.8,115,0,0.3,0.508849557522124,0,26
"Poroderma africanum",TRUE,570,171,318,0,0.3,0.557894736842105,0,26
"Poroderma pantherinum",TRUE,527,158.1,274,0,0.3,0.519924098671727,0,26
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,26
"Rajella caudaspinosa",TRUE,887,266.1,272,0,0.3,0.306651634723788,0,26
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,26
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,26
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,26
"Rostroraja alba",FALSE,1778,889,594,295,0.5,0.334083239595051,0.165916760404949,26
"Scyliorhinus capensis",TRUE,1540,462,650,0,0.3,0.422077922077922,0,26
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,26
"Sphyrna zygaena",TRUE,666,333,380,0,0.5,0.570570570570571,0,26
"Squalus acanthias",TRUE,2123,636.9,684,0,0.3,0.322185586434291,0,26
"Squalus bassi",TRUE,1475,442.5,443,0,0.3,0.300338983050847,0,26
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,26
"Taeniurops meyeni",TRUE,85,42.5,53,0,0.5,0.623529411764706,0,26
"Tetronarce cowleyi",TRUE,1623,486.9,609,0,0.3,0.375231053604436,0,26
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,26
"Triakis megalopterus",TRUE,569,170.7,258,0,0.3,0.453427065026362,0,26
"Sphyrna lewini",FALSE,669,200.7,163,37.7,0.3,0.243647234678625,0.0563527653213752,26
"Acroteriobatus annulatus",FALSE,1242,621,594,27,0.5,0.478260869565217,0.0217391304347826,27
"Acroteriobatus leucospilus",TRUE,161,80.5,89,0,0.5,0.552795031055901,0,27
"Aetobatus ocellatus",TRUE,188,56.4,84,0,0.3,0.446808510638298,0,27
"Aetomylaeus bovinus",TRUE,391,195.5,208,0,0.5,0.531969309462916,0,27
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,27
"Bathyraja smithii",TRUE,738,221.4,222,0,0.3,0.300813008130081,0,27
"Bathytoshia lata",TRUE,933,279.9,428,0,0.3,0.458735262593783,0,27
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,27
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,27
"Carcharhinus amboinensis",TRUE,231,69.3,103,0,0.3,0.445887445887446,0,27
"Carcharhinus brachyurus",TRUE,1230,369,561,0,0.3,0.45609756097561,0,27
"Carcharhinus brevipinna",TRUE,247,74.1,109,0,0.3,0.441295546558704,0,27
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,27
"Carcharhinus limbatus",TRUE,330,99,156,0,0.3,0.472727272727273,0,27
"Carcharhinus obscurus",TRUE,707,353.5,379,0,0.5,0.536067892503536,0,27
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,27
"Carcharias taurus",TRUE,552,276,287,0,0.5,0.519927536231884,0,27
"Centrophorus squamosus",FALSE,515,257.5,232,25.5,0.5,0.450485436893204,0.0495145631067961,27
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,27
"Cruriraja parcomaculata",TRUE,1646,493.8,552,0,0.3,0.335358444714459,0,27
"Dipturus pullopunctatus",TRUE,1780,534,629,0,0.3,0.353370786516854,0,27
"Dipturus stenorhynchus",TRUE,600,180,263,0,0.3,0.438333333333333,0,27
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,27
"Etmopterus sculptus",TRUE,603,180.9,202,0,0.3,0.334991708126036,0,27
"Galeorhinus galeus",FALSE,1925,962.5,569,393.5,0.5,0.295584415584416,0.204415584415584,27
"Gymnura natalensis",TRUE,544,163.2,287,0,0.3,0.527573529411765,0,27
"Halaelurus lineatus",TRUE,148,44.4,62,0,0.3,0.418918918918919,0,27
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,27
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,27
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,27
"Haploblepharus pictus",TRUE,332,99.6,143,0,0.3,0.430722891566265,0,27
"Himantura leoparda",TRUE,172,51.6,89,0,0.3,0.517441860465116,0,27
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,27
"Holohalaelurus regani",TRUE,1940,582,582,0,0.3,0.3,0,27
"Leucoraja wallacei",FALSE,1610,644,633,11,0.4,0.393167701863354,0.00683229813664596,27
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,27
"Mobula birostris",TRUE,116,58,61,0,0.5,0.525862068965517,0,27
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,27
"Mustelus mustelus",FALSE,1503,751.5,674,77.5,0.5,0.448436460412508,0.0515635395874917,27
"Mustelus palumbes",TRUE,1794,538.2,566,0,0.3,0.315496098104794,0,27
"Myliobatis aquila",TRUE,810,405,456,0,0.5,0.562962962962963,0,27
"Narke capensis",TRUE,340,102,211,0,0.3,0.620588235294118,0,27
"Neoraja stehmanni",TRUE,294,88.2,112,0,0.3,0.380952380952381,0,27
"Notorynchus cepedianus",TRUE,712,213.6,400,0,0.3,0.561797752808989,0,27
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,27
"Pateobatis jenkinsii",TRUE,226,67.8,115,0,0.3,0.508849557522124,0,27
"Poroderma africanum",TRUE,570,171,318,0,0.3,0.557894736842105,0,27
"Poroderma pantherinum",TRUE,527,158.1,274,0,0.3,0.519924098671727,0,27
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,27
"Rajella caudaspinosa",TRUE,887,266.1,272,0,0.3,0.306651634723788,0,27
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,27
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,27
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,27
"Rostroraja alba",FALSE,1778,889,594,295,0.5,0.334083239595051,0.165916760404949,27
"Scyliorhinus capensis",TRUE,1540,462,650,0,0.3,0.422077922077922,0,27
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,27
"Sphyrna zygaena",TRUE,666,333,380,0,0.5,0.570570570570571,0,27
"Squalus acanthias",TRUE,2123,636.9,684,0,0.3,0.322185586434291,0,27
"Squalus bassi",TRUE,1475,442.5,443,0,0.3,0.300338983050847,0,27
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,27
"Taeniurops meyeni",TRUE,85,42.5,53,0,0.5,0.623529411764706,0,27
"Tetronarce cowleyi",TRUE,1623,486.9,609,0,0.3,0.375231053604436,0,27
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,27
"Triakis megalopterus",TRUE,569,170.7,258,0,0.3,0.453427065026362,0,27
"Sphyrna lewini",FALSE,669,200.7,163,37.7,0.3,0.243647234678625,0.0563527653213752,27
"Acroteriobatus annulatus",FALSE,1242,621,594,27,0.5,0.478260869565217,0.0217391304347826,28
"Acroteriobatus leucospilus",TRUE,161,80.5,89,0,0.5,0.552795031055901,0,28
"Aetobatus ocellatus",TRUE,188,56.4,84,0,0.3,0.446808510638298,0,28
"Aetomylaeus bovinus",TRUE,391,195.5,209,0,0.5,0.534526854219949,0,28
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,28
"Bathyraja smithii",TRUE,738,221.4,222,0,0.3,0.300813008130081,0,28
"Bathytoshia lata",TRUE,933,279.9,428,0,0.3,0.458735262593783,0,28
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,28
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,28
"Carcharhinus amboinensis",TRUE,231,69.3,103,0,0.3,0.445887445887446,0,28
"Carcharhinus brachyurus",TRUE,1230,369,561,0,0.3,0.45609756097561,0,28
"Carcharhinus brevipinna",TRUE,247,74.1,109,0,0.3,0.441295546558704,0,28
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,28
"Carcharhinus limbatus",TRUE,330,99,156,0,0.3,0.472727272727273,0,28
"Carcharhinus obscurus",TRUE,707,353.5,379,0,0.5,0.536067892503536,0,28
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,28
"Carcharias taurus",TRUE,552,276,288,0,0.5,0.521739130434783,0,28
"Centrophorus squamosus",FALSE,515,257.5,232,25.5,0.5,0.450485436893204,0.0495145631067961,28
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,28
"Cruriraja parcomaculata",TRUE,1646,493.8,552,0,0.3,0.335358444714459,0,28
"Dipturus pullopunctatus",TRUE,1780,534,629,0,0.3,0.353370786516854,0,28
"Dipturus stenorhynchus",TRUE,600,180,263,0,0.3,0.438333333333333,0,28
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,28
"Etmopterus sculptus",TRUE,603,180.9,202,0,0.3,0.334991708126036,0,28
"Galeorhinus galeus",FALSE,1925,962.5,569,393.5,0.5,0.295584415584416,0.204415584415584,28
"Gymnura natalensis",TRUE,544,163.2,288,0,0.3,0.529411764705882,0,28
"Halaelurus lineatus",TRUE,148,44.4,62,0,0.3,0.418918918918919,0,28
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,28
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,28
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,28
"Haploblepharus pictus",TRUE,332,99.6,144,0,0.3,0.433734939759036,0,28
"Himantura leoparda",TRUE,172,51.6,89,0,0.3,0.517441860465116,0,28
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,28
"Holohalaelurus regani",TRUE,1940,582,582,0,0.3,0.3,0,28
"Leucoraja wallacei",FALSE,1610,644,633,11,0.4,0.393167701863354,0.00683229813664596,28
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,28
"Mobula birostris",TRUE,116,58,61,0,0.5,0.525862068965517,0,28
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,28
"Mustelus mustelus",FALSE,1503,751.5,674,77.5,0.5,0.448436460412508,0.0515635395874917,28
"Mustelus palumbes",TRUE,1794,538.2,566,0,0.3,0.315496098104794,0,28
"Myliobatis aquila",TRUE,810,405,456,0,0.5,0.562962962962963,0,28
"Narke capensis",TRUE,340,102,212,0,0.3,0.623529411764706,0,28
"Neoraja stehmanni",TRUE,294,88.2,112,0,0.3,0.380952380952381,0,28
"Notorynchus cepedianus",TRUE,712,213.6,400,0,0.3,0.561797752808989,0,28
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,28
"Pateobatis jenkinsii",TRUE,226,67.8,115,0,0.3,0.508849557522124,0,28
"Poroderma africanum",TRUE,570,171,318,0,0.3,0.557894736842105,0,28
"Poroderma pantherinum",TRUE,527,158.1,274,0,0.3,0.519924098671727,0,28
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,28
"Rajella caudaspinosa",TRUE,887,266.1,272,0,0.3,0.306651634723788,0,28
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,28
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,28
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,28
"Rostroraja alba",FALSE,1778,889,594,295,0.5,0.334083239595051,0.165916760404949,28
"Scyliorhinus capensis",TRUE,1540,462,650,0,0.3,0.422077922077922,0,28
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,28
"Sphyrna zygaena",TRUE,666,333,381,0,0.5,0.572072072072072,0,28
"Squalus acanthias",TRUE,2123,636.9,684,0,0.3,0.322185586434291,0,28
"Squalus bassi",TRUE,1475,442.5,443,0,0.3,0.300338983050847,0,28
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,28
"Taeniurops meyeni",TRUE,85,42.5,53,0,0.5,0.623529411764706,0,28
"Tetronarce cowleyi",TRUE,1623,486.9,609,0,0.3,0.375231053604436,0,28
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,28
"Triakis megalopterus",TRUE,569,170.7,259,0,0.3,0.45518453427065,0,28
"Sphyrna lewini",FALSE,669,200.7,163,37.7,0.3,0.243647234678625,0.0563527653213752,28
"Acroteriobatus annulatus",FALSE,1242,621,594,27,0.5,0.478260869565217,0.0217391304347826,29
"Acroteriobatus leucospilus",TRUE,161,80.5,89,0,0.5,0.552795031055901,0,29
"Aetobatus ocellatus",TRUE,188,56.4,84,0,0.3,0.446808510638298,0,29
"Aetomylaeus bovinus",TRUE,391,195.5,209,0,0.5,0.534526854219949,0,29
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,29
"Bathyraja smithii",TRUE,738,221.4,222,0,0.3,0.300813008130081,0,29
"Bathytoshia lata",TRUE,933,279.9,428,0,0.3,0.458735262593783,0,29
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,29
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,29
"Carcharhinus amboinensis",TRUE,231,69.3,103,0,0.3,0.445887445887446,0,29
"Carcharhinus brachyurus",TRUE,1230,369,561,0,0.3,0.45609756097561,0,29
"Carcharhinus brevipinna",TRUE,247,74.1,109,0,0.3,0.441295546558704,0,29
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,29
"Carcharhinus limbatus",TRUE,330,99,156,0,0.3,0.472727272727273,0,29
"Carcharhinus obscurus",TRUE,707,353.5,380,0,0.5,0.537482319660537,0,29
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,29
"Carcharias taurus",TRUE,552,276,288,0,0.5,0.521739130434783,0,29
"Centrophorus squamosus",FALSE,515,257.5,232,25.5,0.5,0.450485436893204,0.0495145631067961,29
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,29
"Cruriraja parcomaculata",TRUE,1646,493.8,553,0,0.3,0.335965978128797,0,29
"Dipturus pullopunctatus",TRUE,1780,534,629,0,0.3,0.353370786516854,0,29
"Dipturus stenorhynchus",TRUE,600,180,263,0,0.3,0.438333333333333,0,29
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,29
"Etmopterus sculptus",TRUE,603,180.9,202,0,0.3,0.334991708126036,0,29
"Galeorhinus galeus",FALSE,1925,962.5,569,393.5,0.5,0.295584415584416,0.204415584415584,29
"Gymnura natalensis",TRUE,544,163.2,288,0,0.3,0.529411764705882,0,29
"Halaelurus lineatus",TRUE,148,44.4,62,0,0.3,0.418918918918919,0,29
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,29
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,29
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,29
"Haploblepharus pictus",TRUE,332,99.6,144,0,0.3,0.433734939759036,0,29
"Himantura leoparda",TRUE,172,51.6,89,0,0.3,0.517441860465116,0,29
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,29
"Holohalaelurus regani",TRUE,1940,582,582,0,0.3,0.3,0,29
"Leucoraja wallacei",FALSE,1610,644,633,11,0.4,0.393167701863354,0.00683229813664596,29
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,29
"Mobula birostris",TRUE,116,58,61,0,0.5,0.525862068965517,0,29
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,29
"Mustelus mustelus",FALSE,1503,751.5,674,77.5,0.5,0.448436460412508,0.0515635395874917,29
"Mustelus palumbes",TRUE,1794,538.2,566,0,0.3,0.315496098104794,0,29
"Myliobatis aquila",TRUE,810,405,456,0,0.5,0.562962962962963,0,29
"Narke capensis",TRUE,340,102,211,0,0.3,0.620588235294118,0,29
"Neoraja stehmanni",TRUE,294,88.2,112,0,0.3,0.380952380952381,0,29
"Notorynchus cepedianus",TRUE,712,213.6,400,0,0.3,0.561797752808989,0,29
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,29
"Pateobatis jenkinsii",TRUE,226,67.8,115,0,0.3,0.508849557522124,0,29
"Poroderma africanum",TRUE,570,171,318,0,0.3,0.557894736842105,0,29
"Poroderma pantherinum",TRUE,527,158.1,274,0,0.3,0.519924098671727,0,29
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,29
"Rajella caudaspinosa",TRUE,887,266.1,272,0,0.3,0.306651634723788,0,29
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,29
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,29
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,29
"Rostroraja alba",FALSE,1778,889,594,295,0.5,0.334083239595051,0.165916760404949,29
"Scyliorhinus capensis",TRUE,1540,462,650,0,0.3,0.422077922077922,0,29
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,29
"Sphyrna zygaena",TRUE,666,333,380,0,0.5,0.570570570570571,0,29
"Squalus acanthias",TRUE,2123,636.9,684,0,0.3,0.322185586434291,0,29
"Squalus bassi",TRUE,1475,442.5,443,0,0.3,0.300338983050847,0,29
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,29
"Taeniurops meyeni",TRUE,85,42.5,53,0,0.5,0.623529411764706,0,29
"Tetronarce cowleyi",TRUE,1623,486.9,609,0,0.3,0.375231053604436,0,29
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,29
"Triakis megalopterus",TRUE,569,170.7,258,0,0.3,0.453427065026362,0,29
"Sphyrna lewini",FALSE,669,200.7,163,37.7,0.3,0.243647234678625,0.0563527653213752,29
"Acroteriobatus annulatus",FALSE,1242,621,594,27,0.5,0.478260869565217,0.0217391304347826,30
"Acroteriobatus leucospilus",TRUE,161,80.5,89,0,0.5,0.552795031055901,0,30
"Aetobatus ocellatus",TRUE,188,56.4,84,0,0.3,0.446808510638298,0,30
"Aetomylaeus bovinus",TRUE,391,195.5,209,0,0.5,0.534526854219949,0,30
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,30
"Bathyraja smithii",TRUE,738,221.4,222,0,0.3,0.300813008130081,0,30
"Bathytoshia lata",TRUE,933,279.9,428,0,0.3,0.458735262593783,0,30
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,30
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,30
"Carcharhinus amboinensis",TRUE,231,69.3,103,0,0.3,0.445887445887446,0,30
"Carcharhinus brachyurus",TRUE,1230,369,561,0,0.3,0.45609756097561,0,30
"Carcharhinus brevipinna",TRUE,247,74.1,109,0,0.3,0.441295546558704,0,30
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,30
"Carcharhinus limbatus",TRUE,330,99,156,0,0.3,0.472727272727273,0,30
"Carcharhinus obscurus",TRUE,707,353.5,380,0,0.5,0.537482319660537,0,30
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,30
"Carcharias taurus",TRUE,552,276,288,0,0.5,0.521739130434783,0,30
"Centrophorus squamosus",FALSE,515,257.5,232,25.5,0.5,0.450485436893204,0.0495145631067961,30
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,30
"Cruriraja parcomaculata",TRUE,1646,493.8,553,0,0.3,0.335965978128797,0,30
"Dipturus pullopunctatus",TRUE,1780,534,629,0,0.3,0.353370786516854,0,30
"Dipturus stenorhynchus",TRUE,600,180,263,0,0.3,0.438333333333333,0,30
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,30
"Etmopterus sculptus",TRUE,603,180.9,202,0,0.3,0.334991708126036,0,30
"Galeorhinus galeus",FALSE,1925,962.5,569,393.5,0.5,0.295584415584416,0.204415584415584,30
"Gymnura natalensis",TRUE,544,163.2,287,0,0.3,0.527573529411765,0,30
"Halaelurus lineatus",TRUE,148,44.4,62,0,0.3,0.418918918918919,0,30
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,30
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,30
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,30
"Haploblepharus pictus",TRUE,332,99.6,144,0,0.3,0.433734939759036,0,30
"Himantura leoparda",TRUE,172,51.6,89,0,0.3,0.517441860465116,0,30
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,30
"Holohalaelurus regani",TRUE,1940,582,582,0,0.3,0.3,0,30
"Leucoraja wallacei",FALSE,1610,644,633,11,0.4,0.393167701863354,0.00683229813664596,30
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,30
"Mobula birostris",TRUE,116,58,61,0,0.5,0.525862068965517,0,30
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,30
"Mustelus mustelus",FALSE,1503,751.5,674,77.5,0.5,0.448436460412508,0.0515635395874917,30
"Mustelus palumbes",TRUE,1794,538.2,566,0,0.3,0.315496098104794,0,30
"Myliobatis aquila",TRUE,810,405,456,0,0.5,0.562962962962963,0,30
"Narke capensis",TRUE,340,102,211,0,0.3,0.620588235294118,0,30
"Neoraja stehmanni",TRUE,294,88.2,112,0,0.3,0.380952380952381,0,30
"Notorynchus cepedianus",TRUE,712,213.6,400,0,0.3,0.561797752808989,0,30
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,30
"Pateobatis jenkinsii",TRUE,226,67.8,115,0,0.3,0.508849557522124,0,30
"Poroderma africanum",TRUE,570,171,318,0,0.3,0.557894736842105,0,30
"Poroderma pantherinum",TRUE,527,158.1,274,0,0.3,0.519924098671727,0,30
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,30
"Rajella caudaspinosa",TRUE,887,266.1,272,0,0.3,0.306651634723788,0,30
