"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Carcharhinus amboinensis",TRUE,231,69.3,99,0,0.3,0.428571428571429,0,31
"Carcharhinus brachyurus",TRUE,1230,369,505,0,0.3,0.410569105691057,0,31
"Carcharhinus brevipinna",TRUE,247,74.1,110,0,0.3,0.445344129554656,0,31
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,31
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,31
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,31
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,31
"Carcharias taurus",TRUE,552,276,276,0,0.5,0.5,0,31
"Centrophorus squamosus",FALSE,515,257.5,197,60.5,0.5,0.38252427184466,0.11747572815534,31
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,31
"Cruriraja parcomaculata",TRUE,1646,493.8,494,0,0.3,0.300121506682868,0,31
"Dipturus pullopunctatus",FALSE,1780,534,533,1,0.3,0.299438202247191,0.000561797752808989,31
"Dipturus stenorhynchus",TRUE,600,180,210,0,0.3,0.35,0,31
"Etmopterus compagnoi",FALSE,741,222.3,195,27.3,0.3,0.263157894736842,0.0368421052631579,31
"Etmopterus sculptus",TRUE,603,180.9,181,0,0.3,0.30016583747927,0,31
"Galeorhinus galeus",FALSE,1925,962.5,522,440.5,0.5,0.271168831168831,0.228831168831169,31
"Gymnura natalensis",TRUE,544,163.2,256,0,0.3,0.470588235294118,0,31
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,31
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,31
"Haploblepharus edwardsii",FALSE,687,412.2,374,38.2,0.6,0.544395924308588,0.0556040756914119,31
"Haploblepharus fuscus",FALSE,287,143.5,143,0.5,0.5,0.498257839721254,0.00174216027874564,31
"Haploblepharus pictus",TRUE,332,99.6,123,0,0.3,0.370481927710843,0,31
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,31
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,31
"Holohalaelurus regani",FALSE,1940,582,548,34,0.3,0.282474226804124,0.0175257731958763,31
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,31
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,31
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,31
"Mobula kuhlii",TRUE,171,85.5,94,0,0.5,0.549707602339181,0,31
"Mustelus mustelus",FALSE,1503,751.5,541,210.5,0.5,0.359946773120426,0.140053226879574,31
"Mustelus palumbes",FALSE,1794,538.2,490,48.1999999999999,0.3,0.273132664437012,0.0268673355629877,31
"Myliobatis aquila",TRUE,810,405,405,0,0.5,0.5,0,31
"Narke capensis",TRUE,340,102,183,0,0.3,0.538235294117647,0,31
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,31
"Notorynchus cepedianus",TRUE,712,213.6,337,0,0.3,0.473314606741573,0,31
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,31
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,31
"Poroderma africanum",TRUE,570,171,285,0,0.3,0.5,0,31
"Poroderma pantherinum",TRUE,527,158.1,263,0,0.3,0.499051233396584,0,31
"Raja ocellifera",FALSE,765,459,393,66,0.6,0.513725490196078,0.0862745098039216,31
"Rajella caudaspinosa",FALSE,887,266.1,266,0.0999999999999659,0.3,0.29988726042841,0.00011273957158959,31
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,31
"Rhizoprionodon acutus",TRUE,77,23.1,33,0,0.3,0.428571428571429,0,31
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,31
"Rostroraja alba",FALSE,1778,889,484,405,0.5,0.272215973003375,0.227784026996625,31
"Scyliorhinus capensis",TRUE,1540,462,557,0,0.3,0.361688311688312,0,31
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,31
"Sphyrna zygaena",TRUE,666,333,333,0,0.5,0.5,0,31
"Squalus acanthias",FALSE,2123,636.9,606,30.9,0.3,0.285445124823363,0.0145548751766368,31
"Squalus bassi",FALSE,1475,442.5,404,38.5,0.3,0.273898305084746,0.0261016949152542,31
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,31
"Taeniurops meyeni",TRUE,85,42.5,45,0,0.5,0.529411764705882,0,31
"Tetronarce cowleyi",TRUE,1623,486.9,571,0,0.3,0.351817621688232,0,31
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,31
"Triakis megalopterus",TRUE,569,170.7,210,0,0.3,0.369068541300527,0,31
"Sphyrna lewini",FALSE,669,200.7,146,54.7,0.3,0.218236173393124,0.0817638266068759,31
"Acroteriobatus annulatus",FALSE,1242,621,529,92,0.5,0.425925925925926,0.0740740740740741,32
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,32
"Aetobatus ocellatus",TRUE,188,56.4,96,0,0.3,0.51063829787234,0,32
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,32
"Apristurus saldanha",FALSE,735,220.5,202,18.5,0.3,0.274829931972789,0.0251700680272109,32
"Bathyraja smithii",TRUE,738,221.4,231,0,0.3,0.313008130081301,0,32
"Bathytoshia lata",TRUE,933,279.9,411,0,0.3,0.440514469453376,0,32
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,32
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,32
"Carcharhinus amboinensis",TRUE,231,69.3,100,0,0.3,0.432900432900433,0,32
"Carcharhinus brachyurus",TRUE,1230,369,506,0,0.3,0.411382113821138,0,32
"Carcharhinus brevipinna",TRUE,247,74.1,111,0,0.3,0.449392712550607,0,32
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,32
"Carcharhinus limbatus",TRUE,330,99,164,0,0.3,0.496969696969697,0,32
"Carcharhinus obscurus",TRUE,707,353.5,354,0,0.5,0.500707213578501,0,32
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,32
"Carcharias taurus",TRUE,552,276,276,0,0.5,0.5,0,32
"Centrophorus squamosus",FALSE,515,257.5,196,61.5,0.5,0.380582524271845,0.119417475728155,32
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,32
"Cruriraja parcomaculata",FALSE,1646,493.8,493,0.799999999999955,0.3,0.29951397326853,0.000486026731470203,32
"Dipturus pullopunctatus",TRUE,1780,534,534,0,0.3,0.3,0,32
"Dipturus stenorhynchus",TRUE,600,180,210,0,0.3,0.35,0,32
"Etmopterus compagnoi",FALSE,741,222.3,195,27.3,0.3,0.263157894736842,0.0368421052631579,32
"Etmopterus sculptus",TRUE,603,180.9,181,0,0.3,0.30016583747927,0,32
"Galeorhinus galeus",FALSE,1925,962.5,521,441.5,0.5,0.270649350649351,0.229350649350649,32
"Gymnura natalensis",TRUE,544,163.2,256,0,0.3,0.470588235294118,0,32
"Halaelurus lineatus",TRUE,148,44.4,68,0,0.3,0.459459459459459,0,32
"Halaelurus natalensis",TRUE,649,324.5,330,0,0.5,0.508474576271186,0,32
"Haploblepharus edwardsii",FALSE,687,412.2,374,38.2,0.6,0.544395924308588,0.0556040756914119,32
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,32
"Haploblepharus pictus",TRUE,332,99.6,123,0,0.3,0.370481927710843,0,32
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,32
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,32
"Holohalaelurus regani",FALSE,1940,582,548,34,0.3,0.282474226804124,0.0175257731958763,32
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,32
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,32
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,32
"Mobula kuhlii",TRUE,171,85.5,95,0,0.5,0.555555555555556,0,32
"Mustelus mustelus",FALSE,1503,751.5,542,209.5,0.5,0.360612109115103,0.139387890884897,32
"Mustelus palumbes",FALSE,1794,538.2,488,50.1999999999999,0.3,0.272017837235229,0.0279821627647714,32
"Myliobatis aquila",TRUE,810,405,405,0,0.5,0.5,0,32
"Narke capensis",TRUE,340,102,183,0,0.3,0.538235294117647,0,32
"Neoraja stehmanni",FALSE,294,88.2,88,0.200000000000003,0.3,0.299319727891156,0.000680272108843547,32
"Notorynchus cepedianus",TRUE,712,213.6,336,0,0.3,0.471910112359551,0,32
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,32
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,32
"Poroderma africanum",TRUE,570,171,286,0,0.3,0.501754385964912,0,32
"Poroderma pantherinum",TRUE,527,158.1,262,0,0.3,0.497153700189753,0,32
"Raja ocellifera",FALSE,765,459,391,68,0.6,0.511111111111111,0.0888888888888889,32
"Rajella caudaspinosa",FALSE,887,266.1,266,0.0999999999999659,0.3,0.29988726042841,0.00011273957158959,32
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,32
"Rhizoprionodon acutus",TRUE,77,23.1,33,0,0.3,0.428571428571429,0,32
"Rhynchobatus djiddensis",TRUE,149,74.5,78,0,0.5,0.523489932885906,0,32
"Rostroraja alba",FALSE,1778,889,482,407,0.5,0.271091113610799,0.228908886389201,32
"Scyliorhinus capensis",TRUE,1540,462,556,0,0.3,0.361038961038961,0,32
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,32
"Sphyrna zygaena",TRUE,666,333,333,0,0.5,0.5,0,32
"Squalus acanthias",FALSE,2123,636.9,604,32.9,0.3,0.284503061705134,0.0154969382948657,32
"Squalus bassi",FALSE,1475,442.5,404,38.5,0.3,0.273898305084746,0.0261016949152542,32
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,32
"Taeniurops meyeni",TRUE,85,42.5,45,0,0.5,0.529411764705882,0,32
"Tetronarce cowleyi",TRUE,1623,486.9,568,0,0.3,0.349969192852742,0,32
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,32
"Triakis megalopterus",TRUE,569,170.7,210,0,0.3,0.369068541300527,0,32
"Sphyrna lewini",FALSE,669,200.7,147,53.7,0.3,0.219730941704036,0.0802690582959641,32
"Acroteriobatus annulatus",FALSE,1242,621,529,92,0.5,0.425925925925926,0.0740740740740741,33
"Acroteriobatus leucospilus",TRUE,161,80.5,83,0,0.5,0.515527950310559,0,33
"Aetobatus ocellatus",TRUE,188,56.4,96,0,0.3,0.51063829787234,0,33
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,33
"Apristurus saldanha",FALSE,735,220.5,202,18.5,0.3,0.274829931972789,0.0251700680272109,33
"Bathyraja smithii",TRUE,738,221.4,231,0,0.3,0.313008130081301,0,33
"Bathytoshia lata",TRUE,933,279.9,411,0,0.3,0.440514469453376,0,33
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,33
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,33
"Carcharhinus amboinensis",TRUE,231,69.3,100,0,0.3,0.432900432900433,0,33
"Carcharhinus brachyurus",TRUE,1230,369,506,0,0.3,0.411382113821138,0,33
"Carcharhinus brevipinna",TRUE,247,74.1,111,0,0.3,0.449392712550607,0,33
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,33
"Carcharhinus limbatus",TRUE,330,99,164,0,0.3,0.496969696969697,0,33
"Carcharhinus obscurus",TRUE,707,353.5,354,0,0.5,0.500707213578501,0,33
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,33
"Carcharias taurus",TRUE,552,276,276,0,0.5,0.5,0,33
"Centrophorus squamosus",FALSE,515,257.5,196,61.5,0.5,0.380582524271845,0.119417475728155,33
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,33
"Cruriraja parcomaculata",FALSE,1646,493.8,493,0.799999999999955,0.3,0.29951397326853,0.000486026731470203,33
"Dipturus pullopunctatus",TRUE,1780,534,534,0,0.3,0.3,0,33
"Dipturus stenorhynchus",TRUE,600,180,210,0,0.3,0.35,0,33
"Etmopterus compagnoi",FALSE,741,222.3,195,27.3,0.3,0.263157894736842,0.0368421052631579,33
"Etmopterus sculptus",TRUE,603,180.9,181,0,0.3,0.30016583747927,0,33
"Galeorhinus galeus",FALSE,1925,962.5,521,441.5,0.5,0.270649350649351,0.229350649350649,33
"Gymnura natalensis",TRUE,544,163.2,256,0,0.3,0.470588235294118,0,33
"Halaelurus lineatus",TRUE,148,44.4,68,0,0.3,0.459459459459459,0,33
"Halaelurus natalensis",TRUE,649,324.5,330,0,0.5,0.508474576271186,0,33
"Haploblepharus edwardsii",FALSE,687,412.2,374,38.2,0.6,0.544395924308588,0.0556040756914119,33
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,33
"Haploblepharus pictus",TRUE,332,99.6,123,0,0.3,0.370481927710843,0,33
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,33
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,33
"Holohalaelurus regani",FALSE,1940,582,548,34,0.3,0.282474226804124,0.0175257731958763,33
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,33
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,33
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,33
"Mobula kuhlii",TRUE,171,85.5,95,0,0.5,0.555555555555556,0,33
"Mustelus mustelus",FALSE,1503,751.5,542,209.5,0.5,0.360612109115103,0.139387890884897,33
"Mustelus palumbes",FALSE,1794,538.2,488,50.1999999999999,0.3,0.272017837235229,0.0279821627647714,33
"Myliobatis aquila",TRUE,810,405,405,0,0.5,0.5,0,33
"Narke capensis",TRUE,340,102,183,0,0.3,0.538235294117647,0,33
"Neoraja stehmanni",FALSE,294,88.2,88,0.200000000000003,0.3,0.299319727891156,0.000680272108843547,33
"Notorynchus cepedianus",TRUE,712,213.6,336,0,0.3,0.471910112359551,0,33
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,33
"Pateobatis jenkinsii",TRUE,226,67.8,121,0,0.3,0.535398230088496,0,33
"Poroderma africanum",TRUE,570,171,286,0,0.3,0.501754385964912,0,33
"Poroderma pantherinum",TRUE,527,158.1,262,0,0.3,0.497153700189753,0,33
"Raja ocellifera",FALSE,765,459,391,68,0.6,0.511111111111111,0.0888888888888889,33
"Rajella caudaspinosa",FALSE,887,266.1,266,0.0999999999999659,0.3,0.29988726042841,0.00011273957158959,33
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,33
"Rhizoprionodon acutus",TRUE,77,23.1,33,0,0.3,0.428571428571429,0,33
"Rhynchobatus djiddensis",TRUE,149,74.5,78,0,0.5,0.523489932885906,0,33
"Rostroraja alba",FALSE,1778,889,482,407,0.5,0.271091113610799,0.228908886389201,33
"Scyliorhinus capensis",TRUE,1540,462,556,0,0.3,0.361038961038961,0,33
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,33
"Sphyrna zygaena",TRUE,666,333,333,0,0.5,0.5,0,33
"Squalus acanthias",FALSE,2123,636.9,604,32.9,0.3,0.284503061705134,0.0154969382948657,33
"Squalus bassi",FALSE,1475,442.5,404,38.5,0.3,0.273898305084746,0.0261016949152542,33
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,33
"Taeniurops meyeni",TRUE,85,42.5,45,0,0.5,0.529411764705882,0,33
"Tetronarce cowleyi",TRUE,1623,486.9,568,0,0.3,0.349969192852742,0,33
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,33
"Triakis megalopterus",TRUE,569,170.7,210,0,0.3,0.369068541300527,0,33
"Sphyrna lewini",FALSE,669,200.7,147,53.7,0.3,0.219730941704036,0.0802690582959641,33
"Acroteriobatus annulatus",FALSE,1242,621,529,92,0.5,0.425925925925926,0.0740740740740741,34
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,34
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,34
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,34
"Apristurus saldanha",FALSE,735,220.5,201,19.5,0.3,0.273469387755102,0.026530612244898,34
"Bathyraja smithii",TRUE,738,221.4,232,0,0.3,0.314363143631436,0,34
"Bathytoshia lata",TRUE,933,279.9,411,0,0.3,0.440514469453376,0,34
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,34
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,34
"Carcharhinus amboinensis",TRUE,231,69.3,99,0,0.3,0.428571428571429,0,34
"Carcharhinus brachyurus",TRUE,1230,369,505,0,0.3,0.410569105691057,0,34
"Carcharhinus brevipinna",TRUE,247,74.1,110,0,0.3,0.445344129554656,0,34
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,34
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,34
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,34
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,34
"Carcharias taurus",TRUE,552,276,276,0,0.5,0.5,0,34
"Centrophorus squamosus",FALSE,515,257.5,197,60.5,0.5,0.38252427184466,0.11747572815534,34
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,34
"Cruriraja parcomaculata",TRUE,1646,493.8,495,0,0.3,0.300729040097205,0,34
"Dipturus pullopunctatus",FALSE,1780,534,533,1,0.3,0.299438202247191,0.000561797752808989,34
"Dipturus stenorhynchus",TRUE,600,180,210,0,0.3,0.35,0,34
"Etmopterus compagnoi",FALSE,741,222.3,195,27.3,0.3,0.263157894736842,0.0368421052631579,34
"Etmopterus sculptus",TRUE,603,180.9,181,0,0.3,0.30016583747927,0,34
"Galeorhinus galeus",FALSE,1925,962.5,523,439.5,0.5,0.271688311688312,0.228311688311688,34
"Gymnura natalensis",TRUE,544,163.2,256,0,0.3,0.470588235294118,0,34
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,34
"Halaelurus natalensis",TRUE,649,324.5,331,0,0.5,0.510015408320493,0,34
"Haploblepharus edwardsii",FALSE,687,412.2,375,37.2,0.6,0.54585152838428,0.0541484716157205,34
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,34
"Haploblepharus pictus",TRUE,332,99.6,123,0,0.3,0.370481927710843,0,34
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,34
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,34
"Holohalaelurus regani",FALSE,1940,582,547,35,0.3,0.281958762886598,0.0180412371134021,34
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,34
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,34
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,34
"Mobula kuhlii",TRUE,171,85.5,93,0,0.5,0.543859649122807,0,34
"Mustelus mustelus",FALSE,1503,751.5,541,210.5,0.5,0.359946773120426,0.140053226879574,34
"Mustelus palumbes",FALSE,1794,538.2,490,48.1999999999999,0.3,0.273132664437012,0.0268673355629877,34
"Myliobatis aquila",FALSE,810,405,404,1,0.5,0.498765432098765,0.00123456790123457,34
"Narke capensis",TRUE,340,102,183,0,0.3,0.538235294117647,0,34
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,34
"Notorynchus cepedianus",TRUE,712,213.6,337,0,0.3,0.473314606741573,0,34
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,34
"Pateobatis jenkinsii",TRUE,226,67.8,119,0,0.3,0.526548672566372,0,34
"Poroderma africanum",TRUE,570,171,285,0,0.3,0.5,0,34
"Poroderma pantherinum",TRUE,527,158.1,263,0,0.3,0.499051233396584,0,34
"Raja ocellifera",FALSE,765,459,394,65,0.6,0.515032679738562,0.0849673202614379,34
"Rajella caudaspinosa",FALSE,887,266.1,266,0.0999999999999659,0.3,0.29988726042841,0.00011273957158959,34
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,34
"Rhizoprionodon acutus",TRUE,77,23.1,33,0,0.3,0.428571428571429,0,34
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,34
"Rostroraja alba",FALSE,1778,889,484,405,0.5,0.272215973003375,0.227784026996625,34
"Scyliorhinus capensis",TRUE,1540,462,556,0,0.3,0.361038961038961,0,34
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,34
"Sphyrna zygaena",FALSE,666,333,332,1,0.5,0.498498498498498,0.0015015015015015,34
"Squalus acanthias",FALSE,2123,636.9,606,30.9,0.3,0.285445124823363,0.0145548751766368,34
"Squalus bassi",FALSE,1475,442.5,404,38.5,0.3,0.273898305084746,0.0261016949152542,34
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,34
"Taeniurops meyeni",TRUE,85,42.5,44,0,0.5,0.517647058823529,0,34
"Tetronarce cowleyi",TRUE,1623,486.9,571,0,0.3,0.351817621688232,0,34
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,34
"Triakis megalopterus",TRUE,569,170.7,211,0,0.3,0.370826010544815,0,34
"Sphyrna lewini",FALSE,669,200.7,145,55.7,0.3,0.216741405082212,0.0832585949177877,34
"Acroteriobatus annulatus",FALSE,1242,621,529,92,0.5,0.425925925925926,0.0740740740740741,35
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,35
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,35
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,35
"Apristurus saldanha",FALSE,735,220.5,201,19.5,0.3,0.273469387755102,0.026530612244898,35
"Bathyraja smithii",TRUE,738,221.4,234,0,0.3,0.317073170731707,0,35
"Bathytoshia lata",TRUE,933,279.9,412,0,0.3,0.441586280814577,0,35
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,35
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,35
"Carcharhinus amboinensis",TRUE,231,69.3,99,0,0.3,0.428571428571429,0,35
"Carcharhinus brachyurus",TRUE,1230,369,505,0,0.3,0.410569105691057,0,35
"Carcharhinus brevipinna",TRUE,247,74.1,110,0,0.3,0.445344129554656,0,35
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,35
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,35
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,35
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,35
"Carcharias taurus",TRUE,552,276,276,0,0.5,0.5,0,35
"Centrophorus squamosus",FALSE,515,257.5,197,60.5,0.5,0.38252427184466,0.11747572815534,35
"Centroscymnus owstonii",TRUE,527,158.1,159,0,0.3,0.301707779886148,0,35
"Cruriraja parcomaculata",FALSE,1646,493.8,493,0.799999999999955,0.3,0.29951397326853,0.000486026731470203,35
"Dipturus pullopunctatus",FALSE,1780,534,533,1,0.3,0.299438202247191,0.000561797752808989,35
"Dipturus stenorhynchus",TRUE,600,180,210,0,0.3,0.35,0,35
"Etmopterus compagnoi",FALSE,741,222.3,195,27.3,0.3,0.263157894736842,0.0368421052631579,35
"Etmopterus sculptus",TRUE,603,180.9,181,0,0.3,0.30016583747927,0,35
"Galeorhinus galeus",FALSE,1925,962.5,523,439.5,0.5,0.271688311688312,0.228311688311688,35
"Gymnura natalensis",TRUE,544,163.2,256,0,0.3,0.470588235294118,0,35
"Halaelurus lineatus",TRUE,148,44.4,67,0,0.3,0.452702702702703,0,35
"Halaelurus natalensis",TRUE,649,324.5,333,0,0.5,0.513097072419106,0,35
"Haploblepharus edwardsii",FALSE,687,412.2,376,36.2,0.6,0.547307132459971,0.0526928675400291,35
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,35
"Haploblepharus pictus",TRUE,332,99.6,123,0,0.3,0.370481927710843,0,35
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,35
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,35
"Holohalaelurus regani",FALSE,1940,582,548,34,0.3,0.282474226804124,0.0175257731958763,35
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,35
"Mobula alfredi",TRUE,80,24,47,0,0.3,0.5875,0,35
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,35
"Mobula kuhlii",TRUE,171,85.5,93,0,0.5,0.543859649122807,0,35
"Mustelus mustelus",FALSE,1503,751.5,541,210.5,0.5,0.359946773120426,0.140053226879574,35
"Mustelus palumbes",FALSE,1794,538.2,490,48.1999999999999,0.3,0.273132664437012,0.0268673355629877,35
"Myliobatis aquila",TRUE,810,405,405,0,0.5,0.5,0,35
"Narke capensis",TRUE,340,102,184,0,0.3,0.541176470588235,0,35
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,35
"Notorynchus cepedianus",TRUE,712,213.6,337,0,0.3,0.473314606741573,0,35
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,35
"Pateobatis jenkinsii",TRUE,226,67.8,119,0,0.3,0.526548672566372,0,35
"Poroderma africanum",TRUE,570,171,286,0,0.3,0.501754385964912,0,35
"Poroderma pantherinum",TRUE,527,158.1,264,0,0.3,0.500948766603416,0,35
"Raja ocellifera",FALSE,765,459,394,65,0.6,0.515032679738562,0.0849673202614379,35
"Rajella caudaspinosa",FALSE,887,266.1,265,1.09999999999997,0.3,0.298759864712514,0.00124013528748587,35
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,35
"Rhizoprionodon acutus",TRUE,77,23.1,33,0,0.3,0.428571428571429,0,35
"Rhynchobatus djiddensis",TRUE,149,74.5,76,0,0.5,0.51006711409396,0,35
"Rostroraja alba",FALSE,1778,889,484,405,0.5,0.272215973003375,0.227784026996625,35
"Scyliorhinus capensis",TRUE,1540,462,556,0,0.3,0.361038961038961,0,35
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,35
"Sphyrna zygaena",TRUE,666,333,333,0,0.5,0.5,0,35
"Squalus acanthias",FALSE,2123,636.9,606,30.9,0.3,0.285445124823363,0.0145548751766368,35
"Squalus bassi",FALSE,1475,442.5,402,40.5,0.3,0.272542372881356,0.0274576271186441,35
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,35
