"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,26
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,26
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,26
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,26
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,26
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,26
"Carcharhinus obscurus",TRUE,707,353.5,395,0,0.5,0.558698727015559,0,26
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,26
"Carcharias taurus",TRUE,552,276,309,0,0.5,0.559782608695652,0,26
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,26
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,26
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,26
"Halaelurus natalensis",TRUE,649,324.5,372,0,0.5,0.573189522342065,0,26
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,26
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,26
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,26
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,26
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,26
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,26
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,26
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,26
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,26
"Myliobatis aquila",TRUE,810,405,453,0,0.5,0.559259259259259,0,26
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,26
"Notorynchus cepedianus",TRUE,712,213.6,428,0,0.3,0.601123595505618,0,26
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,26
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,26
"Poroderma africanum",TRUE,570,171,308,0,0.3,0.540350877192982,0,26
"Poroderma pantherinum",TRUE,527,158.1,285,0,0.3,0.540796963946869,0,26
"Raja ocellifera",TRUE,765,459,460,0,0.6,0.601307189542484,0,26
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,26
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,26
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,26
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,26
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,26
"Sphyrna zygaena",TRUE,666,333,402,0,0.5,0.603603603603604,0,26
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,26
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,26
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,26
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,26
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,26
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,27
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,27
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,27
"Aetomylaeus bovinus",TRUE,391,195.5,221,0,0.5,0.565217391304348,0,27
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,27
"Bathytoshia lata",TRUE,933,279.9,491,0,0.3,0.526259378349411,0,27
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,27
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,27
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,27
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,27
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,27
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,27
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,27
"Carcharhinus obscurus",TRUE,707,353.5,394,0,0.5,0.557284299858557,0,27
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,27
"Carcharias taurus",TRUE,552,276,308,0,0.5,0.557971014492754,0,27
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,27
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,27
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,27
"Halaelurus natalensis",TRUE,649,324.5,371,0,0.5,0.571648690292758,0,27
"Haploblepharus edwardsii",TRUE,687,412.2,436,0,0.6,0.634643377001456,0,27
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,27
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,27
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,27
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,27
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,27
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,27
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,27
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,27
"Myliobatis aquila",TRUE,810,405,452,0,0.5,0.558024691358025,0,27
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,27
"Notorynchus cepedianus",TRUE,712,213.6,427,0,0.3,0.599719101123595,0,27
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,27
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,27
"Poroderma africanum",TRUE,570,171,307,0,0.3,0.53859649122807,0,27
"Poroderma pantherinum",TRUE,527,158.1,284,0,0.3,0.538899430740038,0,27
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,27
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,27
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,27
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,27
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,27
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,27
"Sphyrna zygaena",TRUE,666,333,401,0,0.5,0.602102102102102,0,27
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,27
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,27
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,27
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,27
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,27
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,28
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,28
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,28
"Aetomylaeus bovinus",TRUE,391,195.5,220,0,0.5,0.562659846547315,0,28
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,28
"Bathytoshia lata",TRUE,933,279.9,490,0,0.3,0.52518756698821,0,28
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,28
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,28
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,28
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,28
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,28
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,28
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,28
"Carcharhinus obscurus",TRUE,707,353.5,394,0,0.5,0.557284299858557,0,28
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,28
"Carcharias taurus",TRUE,552,276,307,0,0.5,0.556159420289855,0,28
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,28
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,28
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,28
"Halaelurus natalensis",TRUE,649,324.5,370,0,0.5,0.570107858243451,0,28
"Haploblepharus edwardsii",TRUE,687,412.2,436,0,0.6,0.634643377001456,0,28
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,28
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,28
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,28
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,28
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,28
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,28
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,28
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,28
"Myliobatis aquila",TRUE,810,405,452,0,0.5,0.558024691358025,0,28
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,28
"Notorynchus cepedianus",TRUE,712,213.6,426,0,0.3,0.598314606741573,0,28
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,28
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,28
"Poroderma africanum",TRUE,570,171,307,0,0.3,0.53859649122807,0,28
"Poroderma pantherinum",TRUE,527,158.1,283,0,0.3,0.537001897533207,0,28
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,28
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,28
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,28
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,28
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,28
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,28
"Sphyrna zygaena",TRUE,666,333,400,0,0.5,0.600600600600601,0,28
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,28
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,28
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,28
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,28
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,28
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,29
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,29
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,29
"Aetomylaeus bovinus",TRUE,391,195.5,219,0,0.5,0.560102301790281,0,29
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,29
"Bathytoshia lata",TRUE,933,279.9,490,0,0.3,0.52518756698821,0,29
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,29
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,29
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,29
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,29
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,29
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,29
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,29
"Carcharhinus obscurus",TRUE,707,353.5,394,0,0.5,0.557284299858557,0,29
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,29
"Carcharias taurus",TRUE,552,276,306,0,0.5,0.554347826086957,0,29
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,29
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,29
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,29
"Halaelurus natalensis",TRUE,649,324.5,370,0,0.5,0.570107858243451,0,29
"Haploblepharus edwardsii",TRUE,687,412.2,436,0,0.6,0.634643377001456,0,29
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,29
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,29
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,29
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,29
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,29
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,29
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,29
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,29
"Myliobatis aquila",TRUE,810,405,452,0,0.5,0.558024691358025,0,29
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,29
"Notorynchus cepedianus",TRUE,712,213.6,426,0,0.3,0.598314606741573,0,29
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,29
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,29
"Poroderma africanum",TRUE,570,171,307,0,0.3,0.53859649122807,0,29
"Poroderma pantherinum",TRUE,527,158.1,283,0,0.3,0.537001897533207,0,29
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,29
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,29
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,29
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,29
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,29
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,29
"Sphyrna zygaena",TRUE,666,333,400,0,0.5,0.600600600600601,0,29
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,29
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,29
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,29
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,29
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,29
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,30
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,30
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,30
"Aetomylaeus bovinus",TRUE,391,195.5,219,0,0.5,0.560102301790281,0,30
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,30
"Bathytoshia lata",TRUE,933,279.9,490,0,0.3,0.52518756698821,0,30
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,30
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,30
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,30
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,30
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,30
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,30
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,30
"Carcharhinus obscurus",TRUE,707,353.5,393,0,0.5,0.555869872701556,0,30
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,30
"Carcharias taurus",TRUE,552,276,306,0,0.5,0.554347826086957,0,30
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,30
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,30
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,30
"Halaelurus natalensis",TRUE,649,324.5,368,0,0.5,0.567026194144838,0,30
"Haploblepharus edwardsii",TRUE,687,412.2,435,0,0.6,0.633187772925764,0,30
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,30
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,30
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,30
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,30
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,30
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,30
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,30
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,30
"Myliobatis aquila",TRUE,810,405,451,0,0.5,0.55679012345679,0,30
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,30
"Notorynchus cepedianus",TRUE,712,213.6,425,0,0.3,0.596910112359551,0,30
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,30
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,30
"Poroderma africanum",TRUE,570,171,306,0,0.3,0.536842105263158,0,30
"Poroderma pantherinum",TRUE,527,158.1,282,0,0.3,0.535104364326376,0,30
"Raja ocellifera",TRUE,765,459,459,0,0.6,0.6,0,30
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,30
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,30
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,30
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,30
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,30
"Sphyrna zygaena",TRUE,666,333,399,0,0.5,0.599099099099099,0,30
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,30
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,30
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,30
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,30
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,30
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,31
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,31
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,31
"Aetomylaeus bovinus",TRUE,391,195.5,219,0,0.5,0.560102301790281,0,31
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,31
"Bathytoshia lata",TRUE,933,279.9,489,0,0.3,0.52411575562701,0,31
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,31
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,31
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,31
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,31
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,31
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,31
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,31
"Carcharhinus obscurus",TRUE,707,353.5,392,0,0.5,0.554455445544555,0,31
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,31
"Carcharias taurus",TRUE,552,276,306,0,0.5,0.554347826086957,0,31
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,31
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,31
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,31
"Halaelurus natalensis",TRUE,649,324.5,368,0,0.5,0.567026194144838,0,31
"Haploblepharus edwardsii",TRUE,687,412.2,435,0,0.6,0.633187772925764,0,31
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,31
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,31
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,31
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,31
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,31
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,31
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,31
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,31
"Myliobatis aquila",TRUE,810,405,451,0,0.5,0.55679012345679,0,31
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,31
"Notorynchus cepedianus",TRUE,712,213.6,425,0,0.3,0.596910112359551,0,31
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,31
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,31
"Poroderma africanum",TRUE,570,171,306,0,0.3,0.536842105263158,0,31
"Poroderma pantherinum",TRUE,527,158.1,282,0,0.3,0.535104364326376,0,31
"Raja ocellifera",TRUE,765,459,460,0,0.6,0.601307189542484,0,31
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,31
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,31
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,31
"Rostroraja alba",FALSE,1778,889,598,291,0.5,0.336332958380202,0.163667041619798,31
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,31
"Sphyrna zygaena",TRUE,666,333,399,0,0.5,0.599099099099099,0,31
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,31
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,31
"Taeniurops meyeni",TRUE,85,42.5,49,0,0.5,0.576470588235294,0,31
"Triaenodon obesus",TRUE,27,8.1,13,0,0.3,0.481481481481481,0,31
"Sphyrna lewini",FALSE,669,200.7,154,46.7,0.3,0.230194319880419,0.0698056801195815,31
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,32
"Acroteriobatus leucospilus",TRUE,161,80.5,86,0,0.5,0.53416149068323,0,32
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,32
"Aetomylaeus bovinus",TRUE,391,195.5,218,0,0.5,0.557544757033248,0,32
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,32
"Bathytoshia lata",TRUE,933,279.9,488,0,0.3,0.523043944265809,0,32
"Carcharhinus albimarginatus",TRUE,10,3,3,0,0.3,0.3,0,32
"Carcharhinus amblyrhynchos",TRUE,23,11.5,12,0,0.5,0.521739130434783,0,32
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,32
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,32
"Carcharhinus brevipinna",TRUE,247,74.1,104,0,0.3,0.421052631578947,0,32
"Carcharhinus leucas",TRUE,117,35.1,61,0,0.3,0.521367521367521,0,32
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,32
"Carcharhinus obscurus",TRUE,707,353.5,392,0,0.5,0.554455445544555,0,32
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,32
"Carcharias taurus",TRUE,552,276,305,0,0.5,0.552536231884058,0,32
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,32
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,32
"Galeorhinus galeus",FALSE,1925,962.5,575,387.5,0.5,0.298701298701299,0.201298701298701,32
"Halaelurus natalensis",TRUE,649,324.5,367,0,0.5,0.565485362095532,0,32
"Haploblepharus edwardsii",TRUE,687,412.2,434,0,0.6,0.631732168850073,0,32
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,32
"Himantura leoparda",TRUE,172,51.6,82,0,0.3,0.476744186046512,0,32
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,32
"Leucoraja wallacei",FALSE,1610,644,636,8,0.4,0.395031055900621,0.00496894409937888,32
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,32
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,32
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,32
"Mustelus mustelus",FALSE,1503,751.5,680,71.5,0.5,0.452428476380572,0.0475715236194278,32
"Myliobatis aquila",TRUE,810,405,450,0,0.5,0.555555555555556,0,32
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,32
"Notorynchus cepedianus",TRUE,712,213.6,424,0,0.3,0.595505617977528,0,32
"Pateobatis fai",TRUE,36,10.8,17,0,0.3,0.472222222222222,0,32
"Pateobatis jenkinsii",TRUE,226,67.8,111,0,0.3,0.491150442477876,0,32
"Poroderma africanum",TRUE,570,171,305,0,0.3,0.535087719298246,0,32
"Poroderma pantherinum",TRUE,527,158.1,281,0,0.3,0.533206831119545,0,32
"Raja ocellifera",TRUE,765,459,460,0,0.6,0.601307189542484,0,32
