"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,1
"Poroderma africanum",TRUE,570,171,309,0,0.3,0.542105263157895,0,1
"Poroderma pantherinum",TRUE,527,158.1,285,0,0.3,0.540796963946869,0,1
"Raja ocellifera",TRUE,765,459,461,0,0.6,0.602614379084967,0,1
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,1
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,1
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,1
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,1
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,1
"Sphyrna zygaena",TRUE,666,333,404,0,0.5,0.606606606606607,0,1
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,1
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,1
"Taeniurops meyeni",TRUE,85,42.5,50,0,0.5,0.588235294117647,0,1
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,1
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,1
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,2
"Acroteriobatus leucospilus",TRUE,161,80.5,88,0,0.5,0.546583850931677,0,2
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,2
"Aetomylaeus bovinus",TRUE,391,195.5,223,0,0.5,0.570332480818414,0,2
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,2
"Bathytoshia lata",TRUE,933,279.9,497,0,0.3,0.532690246516613,0,2
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,2
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,2
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,2
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,2
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,2
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,2
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,2
"Carcharhinus obscurus",TRUE,707,353.5,399,0,0.5,0.564356435643564,0,2
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,2
"Carcharias taurus",TRUE,552,276,312,0,0.5,0.565217391304348,0,2
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,2
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,2
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,2
"Halaelurus natalensis",TRUE,649,324.5,372,0,0.5,0.573189522342065,0,2
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,2
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,2
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,2
"Himantura uarnak",TRUE,91,45.5,49,0,0.5,0.538461538461538,0,2
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,2
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,2
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,2
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,2
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,2
"Myliobatis aquila",TRUE,810,405,455,0,0.5,0.561728395061728,0,2
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,2
"Notorynchus cepedianus",TRUE,712,213.6,428,0,0.3,0.601123595505618,0,2
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,2
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,2
"Poroderma africanum",TRUE,570,171,309,0,0.3,0.542105263157895,0,2
"Poroderma pantherinum",TRUE,527,158.1,285,0,0.3,0.540796963946869,0,2
"Raja ocellifera",TRUE,765,459,461,0,0.6,0.602614379084967,0,2
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,2
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,2
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,2
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,2
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,2
"Sphyrna zygaena",TRUE,666,333,405,0,0.5,0.608108108108108,0,2
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,2
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,2
"Taeniurops meyeni",TRUE,85,42.5,51,0,0.5,0.6,0,2
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,2
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,2
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,3
"Acroteriobatus leucospilus",TRUE,161,80.5,88,0,0.5,0.546583850931677,0,3
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,3
"Aetomylaeus bovinus",TRUE,391,195.5,223,0,0.5,0.570332480818414,0,3
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,3
"Bathytoshia lata",TRUE,933,279.9,497,0,0.3,0.532690246516613,0,3
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,3
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,3
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,3
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,3
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,3
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,3
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,3
"Carcharhinus obscurus",TRUE,707,353.5,399,0,0.5,0.564356435643564,0,3
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,3
"Carcharias taurus",TRUE,552,276,313,0,0.5,0.567028985507246,0,3
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,3
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,3
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,3
"Halaelurus natalensis",TRUE,649,324.5,373,0,0.5,0.574730354391371,0,3
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,3
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,3
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,3
"Himantura uarnak",TRUE,91,45.5,49,0,0.5,0.538461538461538,0,3
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,3
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,3
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,3
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,3
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,3
"Myliobatis aquila",TRUE,810,405,455,0,0.5,0.561728395061728,0,3
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,3
"Notorynchus cepedianus",TRUE,712,213.6,428,0,0.3,0.601123595505618,0,3
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,3
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,3
"Poroderma africanum",TRUE,570,171,309,0,0.3,0.542105263157895,0,3
"Poroderma pantherinum",TRUE,527,158.1,286,0,0.3,0.5426944971537,0,3
"Raja ocellifera",TRUE,765,459,461,0,0.6,0.602614379084967,0,3
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,3
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,3
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,3
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,3
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,3
"Sphyrna zygaena",TRUE,666,333,405,0,0.5,0.608108108108108,0,3
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,3
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,3
"Taeniurops meyeni",TRUE,85,42.5,51,0,0.5,0.6,0,3
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,3
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,3
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,4
"Acroteriobatus leucospilus",TRUE,161,80.5,88,0,0.5,0.546583850931677,0,4
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,4
"Aetomylaeus bovinus",TRUE,391,195.5,221,0,0.5,0.565217391304348,0,4
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,4
"Bathytoshia lata",TRUE,933,279.9,496,0,0.3,0.531618435155413,0,4
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,4
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,4
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,4
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,4
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,4
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,4
"Carcharhinus limbatus",TRUE,330,99,162,0,0.3,0.490909090909091,0,4
"Carcharhinus obscurus",TRUE,707,353.5,399,0,0.5,0.564356435643564,0,4
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,4
"Carcharias taurus",TRUE,552,276,311,0,0.5,0.563405797101449,0,4
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,4
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,4
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,4
"Halaelurus natalensis",TRUE,649,324.5,373,0,0.5,0.574730354391371,0,4
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,4
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,4
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,4
"Himantura uarnak",TRUE,91,45.5,49,0,0.5,0.538461538461538,0,4
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,4
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,4
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,4
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,4
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,4
"Myliobatis aquila",TRUE,810,405,455,0,0.5,0.561728395061728,0,4
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,4
"Notorynchus cepedianus",TRUE,712,213.6,428,0,0.3,0.601123595505618,0,4
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,4
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,4
"Poroderma africanum",TRUE,570,171,309,0,0.3,0.542105263157895,0,4
"Poroderma pantherinum",TRUE,527,158.1,286,0,0.3,0.5426944971537,0,4
"Raja ocellifera",TRUE,765,459,461,0,0.6,0.602614379084967,0,4
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,4
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,4
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,4
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,4
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,4
"Sphyrna zygaena",TRUE,666,333,405,0,0.5,0.608108108108108,0,4
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,4
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,4
"Taeniurops meyeni",TRUE,85,42.5,51,0,0.5,0.6,0,4
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,4
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,4
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,5
"Acroteriobatus leucospilus",TRUE,161,80.5,87,0,0.5,0.540372670807453,0,5
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,5
"Aetomylaeus bovinus",TRUE,391,195.5,222,0,0.5,0.567774936061381,0,5
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,5
"Bathytoshia lata",TRUE,933,279.9,496,0,0.3,0.531618435155413,0,5
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,5
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,5
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,5
"Carcharhinus brachyurus",TRUE,1230,369,567,0,0.3,0.460975609756098,0,5
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,5
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,5
"Carcharhinus limbatus",TRUE,330,99,162,0,0.3,0.490909090909091,0,5
"Carcharhinus obscurus",TRUE,707,353.5,397,0,0.5,0.561527581329561,0,5
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,5
"Carcharias taurus",TRUE,552,276,308,0,0.5,0.557971014492754,0,5
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,5
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,5
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,5
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,5
"Haploblepharus edwardsii",TRUE,687,412.2,427,0,0.6,0.621542940320233,0,5
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,5
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,5
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,5
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,5
"Mobula alfredi",TRUE,80,24,45,0,0.3,0.5625,0,5
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,5
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,5
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,5
"Myliobatis aquila",TRUE,810,405,444,0,0.5,0.548148148148148,0,5
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,5
"Notorynchus cepedianus",TRUE,712,213.6,430,0,0.3,0.603932584269663,0,5
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,5
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,5
"Poroderma africanum",TRUE,570,171,304,0,0.3,0.533333333333333,0,5
"Poroderma pantherinum",TRUE,527,158.1,281,0,0.3,0.533206831119545,0,5
"Raja ocellifera",TRUE,765,459,464,0,0.6,0.606535947712418,0,5
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,5
"Rhizoprionodon acutus",TRUE,77,23.1,35,0,0.3,0.454545454545455,0,5
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,5
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,5
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,5
"Sphyrna zygaena",TRUE,666,333,400,0,0.5,0.600600600600601,0,5
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,5
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,5
"Taeniurops meyeni",TRUE,85,42.5,50,0,0.5,0.588235294117647,0,5
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,5
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,5
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,6
"Acroteriobatus leucospilus",TRUE,161,80.5,88,0,0.5,0.546583850931677,0,6
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,6
"Aetomylaeus bovinus",TRUE,391,195.5,221,0,0.5,0.565217391304348,0,6
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,6
"Bathytoshia lata",TRUE,933,279.9,495,0,0.3,0.530546623794212,0,6
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,6
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,6
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,6
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,6
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,6
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,6
"Carcharhinus limbatus",TRUE,330,99,161,0,0.3,0.487878787878788,0,6
"Carcharhinus obscurus",TRUE,707,353.5,399,0,0.5,0.564356435643564,0,6
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,6
"Carcharias taurus",TRUE,552,276,311,0,0.5,0.563405797101449,0,6
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,6
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,6
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,6
"Halaelurus natalensis",TRUE,649,324.5,373,0,0.5,0.574730354391371,0,6
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,6
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,6
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,6
"Himantura uarnak",TRUE,91,45.5,49,0,0.5,0.538461538461538,0,6
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,6
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,6
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,6
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,6
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,6
"Myliobatis aquila",TRUE,810,405,455,0,0.5,0.561728395061728,0,6
"Neoraja stehmanni",TRUE,294,88.2,107,0,0.3,0.363945578231293,0,6
"Notorynchus cepedianus",TRUE,712,213.6,428,0,0.3,0.601123595505618,0,6
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,6
"Pateobatis jenkinsii",TRUE,226,67.8,113,0,0.3,0.5,0,6
"Poroderma africanum",TRUE,570,171,309,0,0.3,0.542105263157895,0,6
"Poroderma pantherinum",TRUE,527,158.1,286,0,0.3,0.5426944971537,0,6
"Raja ocellifera",TRUE,765,459,461,0,0.6,0.602614379084967,0,6
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,6
"Rhizoprionodon acutus",TRUE,77,23.1,36,0,0.3,0.467532467532468,0,6
"Rhynchobatus djiddensis",TRUE,149,74.5,77,0,0.5,0.516778523489933,0,6
"Rostroraja alba",FALSE,1778,889,596,293,0.5,0.335208098987627,0.164791901012373,6
"Scylliogaleus quecketti",TRUE,24,12,13,0,0.5,0.541666666666667,0,6
"Sphyrna zygaena",TRUE,666,333,405,0,0.5,0.608108108108108,0,6
"Squalus acanthias",TRUE,2123,636.9,693,0,0.3,0.326424870466321,0,6
"Stegostoma tigrinum",TRUE,100,30,46,0,0.3,0.46,0,6
"Taeniurops meyeni",TRUE,85,42.5,51,0,0.5,0.6,0,6
"Triaenodon obesus",TRUE,27,8.1,15,0,0.3,0.555555555555556,0,6
"Sphyrna lewini",FALSE,669,200.7,156,44.7,0.3,0.233183856502242,0.0668161434977578,6
"Acroteriobatus annulatus",FALSE,1242,621,606,15,0.5,0.48792270531401,0.0120772946859903,7
"Acroteriobatus leucospilus",TRUE,161,80.5,88,0,0.5,0.546583850931677,0,7
"Aetobatus ocellatus",TRUE,188,56.4,83,0,0.3,0.441489361702128,0,7
"Aetomylaeus bovinus",TRUE,391,195.5,220,0,0.5,0.562659846547315,0,7
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,7
"Bathytoshia lata",TRUE,933,279.9,494,0,0.3,0.529474812433012,0,7
"Carcharhinus albimarginatus",TRUE,10,3,4,0,0.3,0.4,0,7
"Carcharhinus amblyrhynchos",TRUE,23,11.5,13,0,0.5,0.565217391304348,0,7
"Carcharhinus amboinensis",TRUE,231,69.3,96,0,0.3,0.415584415584416,0,7
"Carcharhinus brachyurus",TRUE,1230,369,568,0,0.3,0.461788617886179,0,7
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,7
"Carcharhinus leucas",TRUE,117,35.1,62,0,0.3,0.52991452991453,0,7
"Carcharhinus limbatus",TRUE,330,99,160,0,0.3,0.484848484848485,0,7
"Carcharhinus obscurus",TRUE,707,353.5,399,0,0.5,0.564356435643564,0,7
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,7
"Carcharias taurus",TRUE,552,276,310,0,0.5,0.561594202898551,0,7
"Centrophorus squamosus",FALSE,515,257.5,233,24.5,0.5,0.452427184466019,0.0475728155339806,7
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,7
"Galeorhinus galeus",FALSE,1925,962.5,574,388.5,0.5,0.298181818181818,0.201818181818182,7
"Halaelurus natalensis",TRUE,649,324.5,373,0,0.5,0.574730354391371,0,7
"Haploblepharus edwardsii",TRUE,687,412.2,437,0,0.6,0.636098981077147,0,7
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,7
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,7
"Himantura uarnak",TRUE,91,45.5,49,0,0.5,0.538461538461538,0,7
"Leucoraja wallacei",FALSE,1610,644,639,5,0.4,0.396894409937888,0.0031055900621118,7
"Mobula alfredi",TRUE,80,24,46,0,0.3,0.575,0,7
"Mobula birostris",TRUE,116,58,60,0,0.5,0.517241379310345,0,7
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,7
"Mustelus mustelus",FALSE,1503,751.5,678,73.5,0.5,0.451097804391218,0.0489021956087824,7
