"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,58
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,58
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,58
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,58
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,58
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,58
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,58
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,58
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,58
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,58
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,58
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,58
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,58
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,58
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,58
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,58
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,58
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,58
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,58
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,58
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,58
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,58
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,58
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,58
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,58
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,58
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,58
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,58
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,59
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,59
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,59
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,59
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,59
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,59
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,59
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,59
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,59
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,59
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,59
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,59
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,59
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,59
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,59
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,59
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,59
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,59
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,59
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,59
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,59
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,59
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,59
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,59
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,59
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,59
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,59
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,59
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,59
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,59
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,59
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,59
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,59
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,59
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,59
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,59
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,59
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,59
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,59
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,59
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,59
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,59
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,59
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,59
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,59
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,59
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,59
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,59
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,60
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,60
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,60
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,60
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,60
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,60
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,60
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,60
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,60
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,60
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,60
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,60
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,60
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,60
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,60
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,60
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,60
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,60
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,60
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,60
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,60
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,60
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,60
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,60
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,60
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,60
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,60
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,60
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,60
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,60
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,60
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,60
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,60
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,60
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,60
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,60
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,60
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,60
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,60
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,60
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,60
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,60
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,60
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,60
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,60
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,60
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,60
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,60
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,61
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,61
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,61
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,61
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,61
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,61
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,61
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,61
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,61
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,61
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,61
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,61
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,61
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,61
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,61
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,61
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,61
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,61
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,61
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,61
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,61
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,61
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,61
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,61
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,61
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,61
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,61
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,61
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,61
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,61
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,61
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,61
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,61
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,61
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,61
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,61
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,61
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,61
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,61
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,61
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,61
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,61
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,61
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,61
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,61
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,61
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,61
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,61
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,62
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,62
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,62
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,62
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,62
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,62
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,62
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,62
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,62
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,62
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,62
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,62
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,62
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,62
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,62
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,62
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,62
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,62
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,62
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,62
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,62
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,62
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,62
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,62
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,62
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,62
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,62
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,62
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,62
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,62
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,62
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,62
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,62
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,62
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,62
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,62
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,62
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,62
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,62
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,62
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,62
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,62
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,62
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,62
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,62
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,62
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,62
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,62
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,63
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,63
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,63
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,63
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,63
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,63
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,63
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,63
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,63
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,63
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,63
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,63
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,63
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,63
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,63
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,63
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,63
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,63
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,63
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,63
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,63
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,63
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,63
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,63
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,63
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,63
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,63
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,63
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,63
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,63
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,63
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,63
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,63
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,63
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,63
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,63
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,63
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,63
"Rhizoprionodon acutus",TRUE,77,23.1,30,0,0.3,0.38961038961039,0,63
"Rhynchobatus djiddensis",TRUE,149,74.5,75,0,0.5,0.503355704697987,0,63
"Rostroraja alba",FALSE,1778,889,515,374,0.5,0.289651293588301,0.210348706411699,63
"Scylliogaleus quecketti",FALSE,24,12,11,1,0.5,0.458333333333333,0.0416666666666667,63
"Sphyrna zygaena",TRUE,666,333,353,0,0.5,0.53003003003003,0,63
"Squalus acanthias",FALSE,2123,636.9,599,37.9,0.3,0.282147903909562,0.017852096090438,63
"Stegostoma tigrinum",TRUE,100,30,44,0,0.3,0.44,0,63
"Taeniurops meyeni",TRUE,85,42.5,46,0,0.5,0.541176470588235,0,63
"Triaenodon obesus",TRUE,27,8.1,16,0,0.3,0.592592592592593,0,63
"Sphyrna lewini",FALSE,669,200.7,152,48.7,0.3,0.227204783258595,0.0727952167414051,63
"Acroteriobatus annulatus",FALSE,1242,621,579,42,0.5,0.466183574879227,0.0338164251207729,64
"Acroteriobatus leucospilus",FALSE,161,80.5,80,0.5,0.5,0.496894409937888,0.0031055900621118,64
"Aetobatus ocellatus",TRUE,188,56.4,94,0,0.3,0.5,0,64
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,64
"Apristurus saldanha",FALSE,735,220.5,184,36.5,0.3,0.250340136054422,0.0496598639455782,64
"Bathytoshia lata",TRUE,933,279.9,458,0,0.3,0.490889603429796,0,64
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,64
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,64
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,64
"Carcharhinus brachyurus",TRUE,1230,369,552,0,0.3,0.448780487804878,0,64
"Carcharhinus brevipinna",TRUE,247,74.1,102,0,0.3,0.412955465587045,0,64
"Carcharhinus leucas",TRUE,117,35.1,59,0,0.3,0.504273504273504,0,64
"Carcharhinus limbatus",TRUE,330,99,167,0,0.3,0.506060606060606,0,64
"Carcharhinus obscurus",FALSE,707,353.5,353,0.5,0.5,0.499292786421499,0.000707213578500707,64
"Carcharhinus plumbeus",FALSE,107,53.5,53,0.5,0.5,0.495327102803738,0.00467289719626168,64
"Carcharias taurus",TRUE,552,276,277,0,0.5,0.501811594202899,0,64
"Centrophorus squamosus",FALSE,515,257.5,180,77.5,0.5,0.349514563106796,0.150485436893204,64
"Centroscymnus owstonii",FALSE,527,158.1,158,0.0999999999999943,0.3,0.299810246679317,0.000189753320683101,64
"Galeorhinus galeus",FALSE,1925,962.5,525,437.5,0.5,0.272727272727273,0.227272727272727,64
"Halaelurus natalensis",TRUE,649,324.5,361,0,0.5,0.556240369799692,0,64
"Haploblepharus edwardsii",FALSE,687,412.2,412,0.199999999999989,0.6,0.599708879184862,0.000291120815138266,64
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,64
"Himantura leoparda",TRUE,172,51.6,83,0,0.3,0.482558139534884,0,64
"Himantura uarnak",FALSE,91,45.5,45,0.5,0.5,0.494505494505495,0.00549450549450549,64
"Leucoraja wallacei",FALSE,1610,644,500,144,0.4,0.31055900621118,0.0894409937888199,64
"Mobula alfredi",TRUE,80,24,49,0,0.3,0.6125,0,64
"Mobula birostris",FALSE,116,58,57,1,0.5,0.491379310344828,0.00862068965517241,64
"Mobula kuhlii",TRUE,171,85.5,91,0,0.5,0.532163742690059,0,64
"Mustelus mustelus",FALSE,1503,751.5,582,169.5,0.5,0.387225548902196,0.112774451097804,64
"Myliobatis aquila",TRUE,810,405,418,0,0.5,0.516049382716049,0,64
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,64
"Notorynchus cepedianus",TRUE,712,213.6,375,0,0.3,0.526685393258427,0,64
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,64
"Pateobatis jenkinsii",TRUE,226,67.8,120,0,0.3,0.530973451327434,0,64
"Poroderma africanum",TRUE,570,171,292,0,0.3,0.512280701754386,0,64
"Poroderma pantherinum",TRUE,527,158.1,278,0,0.3,0.527514231499051,0,64
"Raja ocellifera",FALSE,765,459,443,16,0.6,0.579084967320261,0.0209150326797386,64
