species,X,Y,depth,DissolvedO2_max,DissolvedO2_mean,DissolvedO2_min,disttoestuary_all_km,Salinity_Lt_max,Salinity_Lt_min,Salinity_max,Salinity_mean,Salinity_min,Salinity_range,sst_average,sst_Lt_max,sst_Lt_min,sst_max,sst_min,sst_range,substrate_simplified
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.8750912,-34.02165228,-76.7349395751953,238.523254394531,228.521865844727,220.070587158203,31.2046356201172,35.4919700622559,35.3136825561523,35.6193923950195,35.4039268493652,35.2131576538086,0.40660172700882,18.5153846740723,21.9126853942871,17.3102378845215,22.4240779876709,15.7134580612183,6.71062088012695,6
TRIAKIS.MEGALOPTERUS_PA2_RUN1,26.3262,-33.7679,-27.6448459625244,236.475128173828,227.149063110352,219.367492675781,31.4613609313965,35.4880332946777,35.3138542175293,35.5999488830566,35.4015159606934,35.2149047851562,0.381752014160156,18.4773998260498,22.162504196167,17.3599033355713,22.1063213348389,15.5661268234253,6.54019403457642,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.02303,-34.83685,-38.8827323913574,263.280364990234,239.074615478516,222.04069519043,22.0569400787354,35.6171722412109,35.4420700073242,35.7363586425781,35.5223388671875,35.3381805419922,0.39336821436882,17.5376625061035,21.6701164245605,15.1050052642822,21.8730392456055,14.0260496139526,7.84698867797852,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.12635,-34.84055,-22.0705490112305,263.728973388672,239.094635009766,221.874496459961,10.9643697738647,35.6164093017578,35.4410591125488,35.7353477478027,35.5181198120117,35.3427543640137,0.391079246997833,17.8348655700684,21.7592277526855,15.0943841934204,22.334566116333,14.0848016738892,8.24976539611816,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.77908,-33.145911,-44.3317413330078,227.038101196289,218.817657470703,212.035934448242,3.13513422012329,35.4847946166992,35.2568359375,35.5956916809082,35.3788986206055,35.0621490478516,0.53345000743866,20.0113315582275,24.657995223999,19.4017715454102,23.6624717712402,16.7217655181885,6.94070482254028,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.70885,-34.04676,-20.9657115936279,239.830688476562,230.04833984375,221.370635986328,14.0853548049927,35.4914970397949,35.3165588378906,35.6272659301758,35.4043846130371,35.2240829467773,0.404665857553482,18.5148525238037,21.7760601043701,17.1684112548828,22.3938426971436,15.574315071106,6.8195276260376,9
TRIAKIS.MEGALOPTERUS_PA2_RUN1,24.73319,-34.20624,-63.9410285949707,240.48356628418,229.768814086914,222.073959350586,5.8936505317688,35.4952125549316,35.3297080993652,35.6203498840332,35.4130020141602,35.2653312683105,0.354842990636826,18.2819919586182,21.4865989685059,16.9647674560547,21.9704341888428,15.3639736175537,6.60646104812622,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,22.288192,-34.090983,-47.558780670166,253.384246826172,238.337371826172,220.08317565918,6.94381713867188,35.5875244140625,35.3877906799316,35.7294540405273,35.4718284606934,35.278694152832,0.453228533267975,18.438663482666,21.5987091064453,15.8160123825073,23.072868347168,14.4762620925903,8.59660720825195,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,21.9185,-34.35273,-11.8746767044067,252.707748413086,237.980606079102,220.206481933594,7.34117937088013,35.5863075256348,35.3746948242188,35.7174873352051,35.4660186767578,35.2733726501465,0.456651002168655,18.3172569274902,21.6166973114014,15.7085475921631,22.8062400817871,14.290002822876,8.51623821258545,4
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.437919,-34.531468,-23.7091236114502,264.051971435547,238.999160766602,221.305084228516,29.9414157867432,35.6106414794922,35.429141998291,35.730827331543,35.5036392211914,35.3470344543457,0.39068192243576,18.1407260894775,21.8287467956543,14.9734869003296,22.5102577209473,13.8849210739136,8.54824733734131,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,17.95833333,-33.04166667,-15.1647758483887,267.626312255859,250.08056640625,232.546905517578,3.5268440246582,35.1557426452637,31.7848205566406,35.3840484619141,33.9250411987305,31.1720314025879,4.21201801300049,14.3453607559204,17.5272026062012,14.161003112793,17.1497955322266,11.8210802078247,5.3287148475647,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.0239,-33.1086,1.31176874917927e-10,267.728393554688,250.17936706543,232.57893371582,25.6928520202637,35.1013641357422,30.9427795410156,35.3404960632324,33.5349617004395,30.1646976470947,5.09103870391846,14.4392290115356,17.6011447906494,14.188627243042,17.2427539825439,11.9661464691162,5.27660703659058,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.3486,-34.1775,-54.648998260498,264.232513427734,241.95393371582,227.917404174805,52.1736793518066,35.561710357666,34.913875579834,35.6399765014648,35.0738372802734,34.6325454711914,1.26788651943207,15.6446990966797,19.9657649993896,14.8405418395996,19.9145774841309,12.6880674362183,7.22651052474976,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.45833333,-34.375,-86.1722259521484,262.775238037109,241.136322021484,227.01887512207,33.2219772338867,35.5960845947266,35.2771072387695,35.7007865905762,35.4462661743164,34.9252624511719,0.719705820083618,16.3215160369873,20.5170001983643,15.3060779571533,20.8138275146484,13.3965902328491,7.41723775863647,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.625,-34.125,-25.3235263824463,263.883056640625,243.266891479492,229.069366455078,9.42857646942139,35.5503120422363,34.8582420349121,35.668773651123,35.3367004394531,34.421501159668,1.31540954113007,16.4815101623535,19.8581142425537,14.5226392745972,21.1810894012451,13.1988773345947,7.98221158981323,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.79166667,-34.45833333,-56.3914222717285,263.433258056641,240.720901489258,226.414016723633,10.0156698226929,35.5889587402344,35.3056182861328,35.6966133117676,35.4537086486816,35.024543762207,0.64976578950882,16.1248931884766,20.2943840026855,15.0125274658203,20.5812683105469,13.2229270935059,7.35834169387817,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.875,-34.125,-25.3390827178955,263.837158203125,242.486709594727,228.267578125,1.94939255714417,35.5616836547852,35.1899490356445,35.6800346374512,35.4145584106445,34.8103790283203,0.877618014812469,16.552360534668,19.8788967132568,14.5283670425415,21.5371417999268,13.119574546814,8.12542533874512,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,19.04166667,-34.375,-62.1850242614746,263.960327148438,240.441482543945,225.748428344727,7.2233247756958,35.5923042297363,35.3436050415039,35.703727722168,35.4690361022949,35.1215896606445,0.571663439273834,16.1341724395752,20.2552967071533,14.9639587402344,20.244384765625,13.1207237243652,7.12366199493408,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,19.375,-34.625,-1.60231959819794,263.508117675781,239.323364257812,224.408813476562,1.03691101074219,35.6116828918457,35.4022636413574,35.7207489013672,35.5000648498535,35.2641220092773,0.455402225255966,16.3099880218506,20.6349029541016,15.049765586853,20.1308174133301,13.5133037567139,6.61751365661621,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,19.54166667,-34.79166667,-87.5119094848633,261.142425537109,238.037948608398,223.187316894531,16.1907653808594,35.620491027832,35.4282455444336,35.7315483093262,35.5178909301758,35.3186683654785,0.417170852422714,17.0058670043945,21.1391716003418,15.2772626876831,20.7731590270996,14.0654916763306,6.70766687393188,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,19.625,-34.79166667,-52.7066802978516,261.363220214844,238.199783325195,223.008941650391,15.5223627090454,35.6207733154297,35.4310989379883,35.7321510314941,35.5188751220703,35.3184432983398,0.418521076440811,16.8844242095947,21.2470550537109,15.2739677429199,20.6874980926514,13.8237590789795,6.8637375831604,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,19.95833333,-34.95833333,-53.3280220031738,262.867279052734,238.872360229492,222.085632324219,25.3409881591797,35.6220359802246,35.4463081359863,35.7366981506348,35.5229644775391,35.3371047973633,0.401037722826004,17.9198436737061,21.7344856262207,15.1875228881836,22.3829708099365,14.1957626342773,8.18720817565918,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,21.29166667,-34.45833333,-64.1090698242188,256.818115234375,238.793655395508,220.403411865234,5.20030546188354,35.5905265808105,35.3877601623535,35.7191734313965,35.4700736999512,35.288028717041,0.431066989898682,18.098482131958,21.7917728424072,15.2550563812256,22.6317291259766,14.0799808502197,8.55174732208252,4
TRIAKIS.MEGALOPTERUS_PA2_RUN1,21.625,-34.45833333,-49.8589515686035,254.28825378418,238.312210083008,220.346450805664,17.7987003326416,35.5832252502441,35.3846244812012,35.7105712890625,35.467399597168,35.2817535400391,0.428396582603455,18.1814708709717,21.7198734283447,15.4781045913696,22.6771850585938,14.1460647583008,8.53111934661865,4
TRIAKIS.MEGALOPTERUS_PA2_RUN1,21.70833333,-34.375,-52.5815048217773,253.782379150391,238.223068237305,220.299530029297,21.0149707794189,35.5819282531738,35.3822212219238,35.7110710144043,35.4670639038086,35.2773704528809,0.43558207154274,18.2161979675293,21.6887493133545,15.5617475509644,22.6975021362305,14.1902675628662,8.50723361968994,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,21.875,-34.375,-60.6616516113281,252.526519775391,237.934677124023,220.295944213867,7.34117937088013,35.5809631347656,35.3854141235352,35.7139205932617,35.4679489135742,35.2803421020508,0.428534656763077,18.3175258636475,21.623836517334,15.6984720230103,22.8195457458496,14.3514022827148,8.46814250946045,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,22.125,-34.20833333,-38.5614585876465,253.602096557617,238.386795043945,219.965759277344,8.94916725158691,35.5867042541504,35.3791427612305,35.7244644165039,35.4679718017578,35.2718887329102,0.454707771539688,18.3916416168213,21.6183280944824,15.7336692810059,23.0283164978027,14.3579072952271,8.67040824890137,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,22.54166667,-34.04166667,-54.258186340332,253.577285766602,238.577728271484,219.947387695312,12.9602661132812,35.596923828125,35.3900985717773,35.7420196533203,35.4737205505371,35.2768096923828,0.479831278324127,18.3991451263428,21.5677871704102,15.9013175964355,23.1384029388428,14.516921043396,8.56348133087158,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,24.95833333,-34.29166667,-124.181884765625,237.055862426758,227.362213134766,219.949279785156,24.1597595214844,35.4953651428223,35.3248100280762,35.6177215576172,35.4114036560059,35.2465476989746,0.367546141147614,18.8848514556885,21.7473735809326,17.444938659668,22.5540733337402,16.4427928924561,6.11128044128418,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.375,-34.04166667,-0.548520863056183,241.43424987793,230.315200805664,221.325012207031,17.3525886535645,35.4915390014648,35.3220138549805,35.6148872375488,35.405632019043,35.2360305786133,0.381400734186172,18.3526802062988,21.6308307647705,17.0615310668945,22.0196704864502,15.6335382461548,6.38613224029541,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.625,-33.95833333,-20.9657115936279,240.416275024414,230.04833984375,221.370635986328,14.0853548049927,35.4915237426758,35.3177871704102,35.6272659301758,35.4066696166992,35.2316818237305,0.394222497940063,18.6760597229004,21.7462558746338,16.9701538085938,22.9221343994141,15.4103240966797,7.51181030273438,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.70833333,-34.20833333,-116.398788452148,235.54833984375,225.043746948242,217.385391235352,36.7414436340332,35.4940643310547,35.3112297058105,35.6164360046387,35.4044075012207,35.187873840332,0.428627997636795,18.8790493011475,21.93408203125,17.4893684387207,22.4094123840332,16.198371887207,6.21104049682617,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.79166667,-33.79166667,-33.0323219299316,241.941986083984,231.748184204102,221.825256347656,10.9455795288086,35.4916801452637,35.3119354248047,35.628116607666,35.4032287597656,35.2271461486816,0.401684999465942,18.5683498382568,21.7331104278564,16.9538536071777,22.6270923614502,15.11545753479,7.51163530349731,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,26.625,-33.79166667,-82.0152282714844,232.513519287109,223.350875854492,215.703125,9.86726474761963,35.4858360290527,35.3055038452148,35.5939636230469,35.3959121704102,35.1765289306641,0.410246163606644,18.6777191162109,22.9048728942871,17.9424228668213,22.1469383239746,15.9027910232544,6.24414730072021,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,26.9,-33.61,-63.0517692565918,230.622711181641,220.14274597168,211.854263305664,0.540101230144501,35.4836273193359,35.2810935974121,35.5943832397461,35.3882865905762,35.12060546875,0.476269364356995,18.8808879852295,23.3420581817627,18.0206031799316,22.587085723877,15.9005527496338,6.68653297424316,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.62527503,-34.07161068,-93.5678939819336,239.403564453125,228.584808349609,220.136032104492,29.2500305175781,35.493106842041,35.3188056945801,35.6176795959473,35.4060897827148,35.2147941589355,0.40053004026413,18.582311630249,21.6851749420166,17.1667613983154,22.2802715301514,15.8955955505371,6.38467693328857,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.118269,-34.716851,-49.9207611083984,263.280364990234,239.440017700195,221.874496459961,10.9643697738647,35.615592956543,35.4399833679199,35.7342720031738,35.5181198120117,35.3381805419922,0.390575170516968,17.7467823028564,21.6814365386963,15.0298776626587,22.2786827087402,14.0237236022949,8.25495910644531,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.4375,-34.15766667,-60.3896789550781,263.500396728516,244.060440063477,228.564834594727,52.1736793518066,35.5152359008789,34.9699630737305,35.6701126098633,35.3183403015137,34.5793724060059,1.26788651943207,15.4779920578003,19.6691131591797,14.7577571868896,20.9235877990723,13.2144594192505,7.22651052474976,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.34283333,-33.9845,-60.3896789550781,264.825378417969,245.162094116211,230.54899597168,56.2198600769043,35.4972305297852,33.7888641357422,35.6199073791504,34.9267692565918,32.9588012695312,2.6026394367218,14.6559104919434,19.6691131591797,14.7725896835327,17.8514575958252,11.5614061355591,6.29005098342896,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.38366667,-34.90566667,-410.915618896484,256.626586914062,235.344345092773,222.933212280273,78.6557846069336,35.6367988586426,35.3948097229004,35.7404098510742,35.514533996582,35.2542495727539,0.489880055189133,18.6057243347168,21.4146270751953,16.1843490600586,22.6858596801758,15.0352029800415,7.65065622329712,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.3835,-34.28516667,-19.4395008087158,262.990875244141,241.898223876953,227.917404174805,37.7823257446289,35.5650329589844,35.0231666564941,35.6884422302246,35.3926849365234,34.6325454711914,1.12868189811707,15.8555240631104,20.3177642822266,15.1350803375244,20.4897899627686,12.909330368042,7.58045959472656,6
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.30966667,-34.16816667,-70.6208419799805,263.500396728516,242.473480224609,228.564834594727,52.1736793518066,35.5667152404785,34.8411445617676,35.6805763244629,35.3350868225098,34.2892799377441,1.41182005405426,15.4779920578003,20.0574226379395,14.9993085861206,19.5573024749756,12.4393663406372,7.1179370880127,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.934337,-33.04512,-44.3317413330078,226.708374023438,218.33674621582,211.771881103516,6.7576789855957,35.4856910705566,35.2612113952637,35.5950584411621,35.3781433105469,35.0621490478516,0.520371556282043,21.3198871612549,24.7724380493164,19.5320243835449,23.6624717712402,17.2500858306885,6.74928379058838,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.10551,-34.92946,-75.4656295776367,263.132171630859,238.845474243164,221.896682739258,22.0569400787354,35.6219635009766,35.4463806152344,35.7357482910156,35.5216407775879,35.3415145874023,0.397404819726944,18.1170330047607,21.7835483551025,15.1536912918091,22.6371536254883,14.2063016891479,8.43085193634033,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.345902,-34.779312,-79.6514892578125,263.949066162109,238.915405273438,221.739807128906,21.6052837371826,35.6117477416992,35.435230255127,35.7331161499023,35.5126838684082,35.3458786010742,0.387923002243042,18.1978511810303,21.8423042297363,15.0527191162109,22.6855049133301,14.1937961578369,8.49170780181885,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.247318,-34.667013,-30.6357669830322,265.307067871094,239.440017700195,221.572662353516,7.89308977127075,35.6108512878418,35.4338111877441,35.7334747314453,35.5103187561035,35.3437881469727,0.389461994171143,17.8592586517334,21.7959403991699,14.996898651123,22.3877658843994,14.0485506057739,8.33921432495117,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,20.96883,-34.492406,-72.039192199707,259.278076171875,238.642791748047,220.465911865234,14.9205474853516,35.5962677001953,35.3872756958008,35.7293548583984,35.472900390625,35.2903594970703,0.437541723251343,18.2219314575195,21.8532161712646,15.1173248291016,22.6338710784912,14.045578956604,8.58829307556152,4
TRIAKIS.MEGALOPTERUS_PA2_RUN1,18.598182,-34.317135,-70.9270248413086,263.479797363281,242.129302978516,228.012664794922,21.358715057373,35.5655212402344,35.1701164245605,35.6846313476562,35.4212989807129,34.8156433105469,0.912217736244202,15.8134517669678,20.1823234558105,14.8975973129272,20.3617286682129,12.9888782501221,7.37285089492798,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,22.191549,-34.194411,-54.5807266235352,253.537002563477,238.420654296875,220.062438964844,11.4034872055054,35.5867691040039,35.388355255127,35.7251281738281,35.4717178344727,35.2801551818848,0.444907993078232,18.4245147705078,21.597677230835,15.7894420623779,23.122127532959,14.3618593215942,8.76026916503906,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.7833,-34.0667,-98.0245590209961,238.029327392578,227.890350341797,219.729873657227,28.261173248291,35.4927101135254,35.3138084411621,35.6207656860352,35.4042549133301,35.2050170898438,0.414986848831177,18.6622371673584,21.88205909729,17.3583488464355,22.4384269714355,15.9350099563599,6.50341844558716,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,22.2395,-34.0566,-47.558780670166,253.533660888672,238.410232543945,220.000686645508,5.02040719985962,35.5908622741699,35.3867301940918,35.7267799377441,35.4717445373535,35.2748947143555,0.461097985506058,18.4519710540771,21.6239185333252,15.759391784668,23.068042755127,14.4762620925903,8.59660720825195,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,25.14,-34.02,-34.9090843200684,241.978668212891,231.248687744141,222.199462890625,7.95363235473633,35.4859428405762,35.3213653564453,35.6100044250488,35.4035491943359,35.2516059875488,0.35831218957901,18.337646484375,21.5585327148438,16.9381732940674,22.0786991119385,15.4050922393799,6.67360734939575,3
TRIAKIS.MEGALOPTERUS_PA2_RUN1,23.55965,-33.99554,-70.3074111938477,249.907440185547,236.868591308594,221.839569091797,3.84678149223328,35.5251884460449,35.3536796569824,35.6520652770996,35.4367408752441,35.2787857055664,0.374372154474258,18.3598556518555,21.4425182342529,16.349515914917,22.5094394683838,15.0787897109985,7.4306492805481,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.126005,-33.551933,-59.9146842956543,228.335784912109,218.182632446289,210.411956787109,9.28118801116943,35.4836654663086,35.2666702270508,35.601188659668,35.3821258544922,35.0837211608887,0.514994442462921,19.202054977417,23.8839244842529,18.6188945770264,22.9547634124756,16.1919097900391,6.76285266876221,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.336473,-33.399288,-22.3716812133789,227.047103881836,217.582244873047,210.289825439453,2.67321610450745,35.4836807250977,35.2579574584961,35.6014404296875,35.3795433044434,35.0622062683105,0.539052307605743,19.4405193328857,24.2032318115234,18.948148727417,23.01611328125,16.1829242706299,6.83318853378296,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.466509,-33.381883,-72.6529769897461,226.520645141602,217.661392211914,210.724853515625,12.0551671981812,35.4842910766602,35.2566108703613,35.6052665710449,35.3785362243652,35.0570602416992,0.548867166042328,20.3910427093506,24.49245262146,19.3105621337891,23.4813442230225,17.5641613006592,5.91718244552612,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.395086,-33.357927,-22.3716812133789,226.423385620117,217.58122253418,210.635025024414,12.0551671981812,35.4841613769531,35.255672454834,35.6029777526855,35.3794326782227,35.0606536865234,0.543929994106293,19.7358169555664,24.3783302307129,19.1281356811523,23.1727867126465,17.5641613006592,6.53941774368286,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.457434,-33.345557,-40.0298042297363,226.410842895508,217.741638183594,210.852920532227,3.80359768867493,35.4838638305664,35.255443572998,35.6049118041992,35.3782043457031,35.0586280822754,0.54336541891098,19.7358169555664,24.40598487854,19.1653385162354,23.3490734100342,16.8096561431885,6.53941774368286,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,27.68,-33.17,-64.8034820556641,227.259979248047,219.153259277344,212.187469482422,5.29623222351074,35.485782623291,35.2609748840332,35.5956153869629,35.3816337585449,35.0699195861816,0.52479499578476,19.9278678894043,24.5921192169189,19.3524894714355,23.6259880065918,16.7968578338623,6.82913017272949,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,28.513935,-32.719639,-74.6640167236328,224.932266235352,215.996795654297,208.994323730469,10.1896696090698,35.4775810241699,35.2282028198242,35.5964126586914,35.3618698120117,35.0111846923828,0.585376977920532,21.9566402435303,25.3604564666748,20.3482227325439,25.0697174072266,18.528039932251,6.54167699813843,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,28.463117,-32.658148,-33.3998565673828,224.88313293457,215.994552612305,209.040557861328,1.22195243835449,35.4773559570312,35.2278633117676,35.5968894958496,35.3613510131836,35.014274597168,0.582816481590271,21.5057945251465,25.3441772460938,20.3478584289551,24.9062423706055,17.8135986328125,7.09264421463013,13
TRIAKIS.MEGALOPTERUS_PA2_RUN1,28.588329,-32.602278,-86.0188598632812,224.268707275391,215.539993286133,208.608093261719,8.21770668029785,35.4763069152832,35.2225303649902,35.5979461669922,35.3577194213867,35.0097274780273,0.587732255458832,22.0666580200195,25.3756542205811,20.4627952575684,25.3424663543701,18.7244167327881,6.61804819107056,5
TRIAKIS.MEGALOPTERUS_PA2_RUN1,16.39,-31.08,-307.470672607422,262.497741699219,241.999160766602,228.009017944336,124.523513793945,35.4860877990723,35.1312370300293,35.5848922729492,35.3329734802246,34.9853134155273,0.595969974994659,17.1059398651123,19.3177833557129,15.3796701431274,20.2371845245361,14.080472946167,6.15671157836914,5
