"rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN1_MAXENT.Phillips","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN2_MAXENT.Phillips","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN3_MAXENT.Phillips","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN4_MAXENT.Phillips","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_RUN5_MAXENT.Phillips","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GAM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GAM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GAM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GAM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GAM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GLM","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GLM","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GLM","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GLM","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_GLM","rand1.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_MAXENT.Phillips","rand2.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_MAXENT.Phillips","rand3.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_MAXENT.Phillips","rand4.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_MAXENT.Phillips","rand5.PTEROPLATYTRYGON.VIOLACEA_PA1_Full_MAXENT.Phillips"
0.075169,0.072277,0.075814,0.074917,0.072659,0.965115,0.957698,0.962784,0.959738,0.947862,0.829783,0.854489,0.811918,0.86034,0.850722,0.443969,0.447072,0.458648,0.442567,0.446984,0.109445,0.112667,0.112249,0.115752,0.115752,0.577401,0.620026,0.598058,0.630755,0.625052,0.073645,0.058517,0.05835,0.066619,0.061009,0.090079,0.094356,0.088642,0.0872000000000001,0.086476,0.59866,0.684093,0.597799,0.657301,0.651557,0.647,0.602183,0.635294,0.609309,0.65667,0.333036,0.278916,0.289464,0.339683,0.323581,0.636335,0.640641,0.694743,0.649675,0.658379,0.620526,0.552936,0.539432,0.608157,0.610334,0.758576,0.741929,0.753149,0.735529,0.75872,0.88141,0.857184,0.86812,0.870967,0.835459,0.82114,0.79875,0.795721,0.839271,0.793286,0.778618,0.760877,0.803514,0.80503,0.797449,0.654241,0.615134,0.594964,0.643149,0.614585
0.05759,0.060884,0.061625,0.057621,0.055821,0.621266,0.622425,0.602855,0.616169,0.631397,0,0,0,0,0,0.711273,0.73316,0.70632,0.797359,0.785799,0.475228,0.464545,0.466135,0.486765,0.453868,0.0155380000000001,0.018433,0.018439,0.020551,0.015615,0.524984,0.580496,0.671739,0.671427,0.642867,0,0,0,0,0,0,0,0,0,0,0.606189,0.721354,0.665279,0.669114,0.619049,0.370215,0.370537,0.326613,0.35412,0.361006,0.006741,0.00716300000000003,0.00586399999999998,0.00438300000000003,0.00627100000000003,0.620142,0.678273,0.666455,0.64755,0.62581,0.534138,0.535353,0.514507,0.532561,0.551132,0,0,0,0,0,0.661801,0.664827,0.671437,0.705582,0.661098,0.276824,0.305448,0.300046,0.298336,0.30303,0.00434100000000004,0.00326199999999999,0.00389899999999999,0.00546000000000002,0.00333099999999997
0.59404,0.605346,0.604134,0.585073,0.598808,0.233309,0.219886,0.211312,0.203106,0.215767,0.041846,0.04413,0.044919,0.041363,0.044555,0.489847,0.562978,0.523242,0.511824,0.482769,0,0,0,0,0,0.23684,0.260728,0.2342,0.237809,0.252026,0.575793,0.649422,0.653802,0.636449,0.708603,0,0,0,0,0,0.041959,0.04088,0.039432,0.041615,0.0432979999999999,0.592464,0.572925,0.560368,0.563235,0.581113,0,0,0,0,0,0.094253,0.105511,0.100973,0.110251,0.097907,0.222293,0.239211,0.241178,0.23942,0.24091,0.131289,0.119147,0.138226,0.135066,0.132923,0.026986,0.02613,0.028285,0.031262,0.025318,0.018451,0.019532,0.020418,0.017946,0.0185419999999999,0.109768,0.111775,0.110028,0.113342,0.097401,0.05681,0.049004,0.050341,0.054202,0.052331
0.498729,0.453112,0.457113,0.47188,0.460275,0.630075,0.633653,0.651347,0.644831,0.641204,0,0,0,0,0,0.901742,0.911945,0.907057,0.905442,0.935576,0,0,0,0,0,0.179623,0.176588,0.180287,0.174304,0.176171,0.768755,0.72635,0.751066,0.800148,0.777129,0,0,0,0,0,0.645845,0.636997,0.641696,0.667591,0.624422,0.657238,0.656691,0.569175,0.616346,0.531281,0,0,0,0,0,0.370077,0.35264,0.338505,0.332633,0.339576,0.554025,0.468245,0.558462,0.517993,0.572307,0.324485,0.29858,0.318967,0.279968,0.291318,0.00669799999999998,0.00643499999999997,0.00589099999999998,0.00609700000000002,0.00599899999999998,0.67999,0.699653,0.611977,0.639318,0.637798,0.586573,0.557255,0.607326,0.548699,0.563069,0.046003,0.045083,0.04777,0.0474,0.043749
0.764798,0.767762,0.740852,0.779225,0.782049,0.916703,0.909961,0.917178,0.904823,0.891659,0.140782,0.13571,0.145782,0.147436,0.13495,0.911544,0.906682,0.919839,0.917107,0.919393,0,0,0,0,0,0.082823,0.074868,0.098785,0.088412,0.085323,0.645782,0.619354,0.681348,0.590961,0.711136,0,0,0,0,0,0.573351,0.555087,0.580349,0.560645,0.559428,0.76216,0.765311,0.7866,0.753755,0.786174,0,0,0,0,0,0.453111,0.427574,0.435366,0.437421,0.439978,0.882505,0.896193,0.797084,0.837693,0.836654,0.940869,0.96423,0.952197,0.949554,0.936345,0.514904,0.504925,0.514027,0.507453,0.505123,0.964266,0.991468,0.944,0.937852,0.944951,0.851108,0.818287,0.841162,0.847933,0.84008,0.471594,0.518176,0.508645,0.478134,0.454301
0.451287,0.437563,0.434125,0.44389,0.431769,0.387354,0.379129,0.37323,0.368413,0.376442,0,0,0,0,0,0.674579,0.661878,0.680072,0.671214,0.666044,0,0,0,0,0,0.00957200000000002,0.00799099999999997,0.00778000000000001,0.009602,0.00707100000000005,0.715687,0.741072,0.660162,0.69375,0.675797,0,0,0,0,0,0,0,0,0,0,0.680086,0.688337,0.653496,0.62615,0.6407,0,0,0,0,0,0,0,0,0,0,0.86074,0.884558,0.870159,0.869793,0.871542,0.474501,0.45886,0.430925,0.451068,0.453278,0.000292999999999988,0.000333999999999945,0.00032500000000002,0.000299999999999967,0.000313000000000008,0.290799,0.27299,0.266154,0.263318,0.290461,0.334098,0.357804,0.374554,0.337374,0.373411,0,0,0,0,0
0.0761230000000001,0.0749069999999999,0.079453,0.0732350000000001,0.075921,0.874407,0.850107,0.863606,0.871825,0.882736,0,0,0,0,0,0.831762,0.82675,0.769505,0.803503,0.764857,0,0,0,0,0,0,0,0,0,0,0.724243,0.766894,0.75298,0.777172,0.767768,0,0,0,0,0,3.79999999999825e-05,3.69999999999537e-05,3.79999999999825e-05,3.69999999999537e-05,3.90000000000112e-05,0.880964,0.897319,0.885283,0.872779,0.895166,0,0,0,0,0,0.043589,0.038272,0.042426,0.040707,0.043377,0.763457,0.758272,0.713427,0.72371,0.770571,0,0,0,0,0,0.00641800000000003,0.00690299999999999,0.008023,0.00734500000000005,0.00697999999999999,0.109667,0.110468,0.121044,0.103747,0.106083,0.349175,0.363719,0.371627,0.370173,0.359768,0.103073,0.109988,0.116169,0.10927,0.109897
0.405496,0.416207,0.389214,0.407188,0.383721,0.764127,0.782369,0.769105,0.758554,0.747893,0,0,0,0,0,0.835876,0.836744,0.812989,0.823576,0.817021,0,0,0,0,0,0,0,0,0,0,0.760501,0.759791,0.790887,0.749006,0.78383,0,0,0,0,0,0,0,0,0,0,0.777157,0.799935,0.814459,0.802579,0.80551,0,0,0,0,0,0,0,0,0,0,0.862159,0.8735,0.908857,0.874278,0.905486,0.601089,0.610029,0.58018,0.616551,0.601498,0.384616,0.382541,0.33298,0.344905,0.355585,0.443541,0.432914,0.441528,0.421697,0.424741,0,0,0,0,0,0.00602100000000005,0.00541199999999997,0.00557700000000005,0.00575099999999995,0.00596600000000003
0.0780650000000001,0.08044,0.074704,0.084087,0.072963,0.499885,0.507342,0.511183,0.505233,0.511747,0.183667,0.186648,0.191237,0.174226,0.178732,0.455521,0.481955,0.460615,0.440924,0.455439,0.201917,0.196886,0.196527,0.203802,0.203874,0.102166,0.115447,0.112459,0.105995,0.100387,0.474096,0.528547,0.506347,0.4819,0.496393,0.174173,0.171796,0.174852,0.169399,0.180256,0.250341,0.251194,0.242215,0.251936,0.225517,0.363456,0.396139,0.409919,0.376189,0.373117,0.211075,0.239628,0.206978,0.2287,0.204132,0.127546,0.137099,0.111638,0.113363,0.131431,0.476149,0.513087,0.471918,0.465478,0.454964,0.140761,0.149843,0.15389,0.169906,0.154116,0.079614,0.068573,0.075108,0.064205,0.066134,0.361329,0.390656,0.37393,0.389259,0.399259,0.013043,0.016447,0.016539,0.012921,0.016862,0.12284,0.12779,0.114494,0.111661,0.105541
0.587956,0.555871,0.562781,0.584454,0.583149,0.485392,0.527455,0.523379,0.5211,0.507571,0.051338,0.052978,0.053906,0.0510389999999999,0.055139,0.810347,0.876144,0.837103,0.842932,0.834857,0.96949,0.960559,0.98195,0.9814,0.969059,0.00965800000000006,0.00970499999999996,0.00973999999999997,0.010883,0.00997400000000004,0.914561,0.855109,0.885041,0.89746,0.869118,1,1,1,0.996006,1,0.037093,0.039755,0.040546,0.035419,0.041428,0.787648,0.853314,0.834148,0.860874,0.888995,0.879294,0.864436,0.880903,0.859765,0.879496,0.010343,0.011047,0.011258,0.0115690000000001,0.011359,0.799477,0.779356,0.864495,0.840595,0.798508,0.213789,0.241089,0.227684,0.195623,0.208351,0.086825,0.088955,0.075904,0.073727,0.088454,0.573027,0.67711,0.605673,0.597892,0.64951,0.180966,0.177225,0.167425,0.159843,0.170828,0.033785,0.036617,0.035894,0.035683,0.030383
